,내용,등록일
1651,대통령과 함께 아랍에미레이트연합국(UAE) 순방에 나선 보건복지부장관(장관 : 진수희)은 3월 13일14일 양일에 걸쳐 UAE 보건부(장관 : 하니프 하산 알리 알 카심)아부다비보건청(청장 : 자이드 다우드 알 식섹)두바이보건청(청장 : 까디 사이드 알 무르쉬드) 등 3개 부·청과 각각 보건산업분야 협력을 위한 양해각서(MOU)를 체결하였다고 밝혔다.* Hanif Hasan Ali Al QassimZaid Daoud Al SiksekQadhi Saeed Al Murooshid금번 MOU는 해외환자유치 및 의료기관 진출 등을 위해 중동국가와 최초로 체결하였다는데 큰 의미가 있으며이를 통해 그간 정부의 중동국가와의 보건의료분야 협력 수준을 한단계 도약시키는 계기를 마련할 것으로 기대된다.특히UAE 정부는 자국내 치료가 힘든 환자(매년 85천여명)를 위해 약 20억불 정도를 해외에서의 치료비용으로 지출하는 것으로 알려져 있다.현재 UAE는 주로 미국독일 등 유럽과 태국싱가포르에 환자를 송출하고 있으나 금번 MOU 체결을 통해 앞으로 우리나라에서도 UAE에서 송출된 환자치료를 확대할 수 있는 계기를 마련한 것으로 평가된다.두바이보건청은 금번 MOU 체결과 함께 자국 환자 송출 병원 지정 및 한국으로 보내는 자국 환자 편의 제공을 위해 주한 UAE 대사관에 서울오피스를 개소할 계획임을 공식 발표(3.14)하였고UAE 보건부와 아부다비보건청은 환자송출을 위한 전단계로 환자 수송언어 등 준비상태(logistics)와 만족도(outcome)를 점검하기 위한 Pilot project를 보건복지부와 공동으로 실시하는데 기본적인 합의를 하였다.또한UAE보건부아부다비보건청두바이보건청은 자국의 건강검진센터(UAE 보건부)재활병원(두바이) 설립 및 병원 위탁 운영(아부다비UAE보건부) 등에 한국 의료기관이 참여해 줄 것을 요청하고 있어 앞으로 의료기관 진출 기회도 확대될 것으로 기대된다.* 자국의료기관의 위탁 운영(Management outsourcing)은 UAE 국가 주요 관심사항으로 현재 미국 존스홉킨스병원클리브랜드클리닉태국 범룽라드병원오스트리아 VAMED 등이 위탁 운영으로 진출*(UAE 의료기관 진출 현황) 삼성두바이메디컬센터(‘10.4)우리들두바이척추센터(’11.4월 오픈)원전클리닉(‘12.1월)아울러UAE 측에서 환자송출 및 병원운영 외에도 한국 의사가 방문하여 환자를 치료하고 교육할 수 있도록 의사 교류 프로그램(Visiting Doctor Program) 활성화 및 한국의 건강보험제도 운영 경험 공유를 희망함에 따라매년 한국보건산업진흥원에서 실시하는 의료인 연수프로그램과 국민건강보험공단에서 실시하는 건강보험국제연수 프로그램에 우선 참여할 수 있도록 할 방침이며한국의사 방문 프로그램(UAE 측에서 비용 부담) 분야는 UAE 측에서 선호하는 분야에 우선 실시하기로 하였다.이와 더불어 아부다비보건청은 금번 원전기공식 및 보건복지부장관 방문에 맞추어 원전내 설치될 예정인 원전클리닉에 근무할 의료인(의사 1간호사 1)에 대한 면허 인정과 아울러우리나라를 의료인 면허인정 국가로 등재하였음을 밝히며앞으로 아부다비에 진출하고자 하는 한국의료인은 자격 입증 부담을 완화하여 종전보다 쉽게 면허를 인정받을 수 있는 효과가 있다고 설명하였다.* 두바이의 경우두바이헬스케어시티내 면허인정 국가로 기등재(‘10.4)금번 체결된 MOU는 합의내용이 실질적인 성과로 이어질 수 있도록 합의사항 이행을 위한 후속 실행체계를원문보기,2011-03-14
1646,건강보험심사평가원(원장 강윤구)은 5년간 요양기관종별 건강보험 요양급여비용 심사실적을 분석한 결과 상급종합병원의 외래 진료비 규모와 외래진료비에 대한 점유율이 계속 증가하고 있다고 밝혔다.‘05년에서 ’09년간 요양기관 종별 요양급여비용을 분석한 결과2009년도의 경우 44개 상급종합병원의 건강보험 진료비는 총 6조 2 624억원으로 전체 진료비의 21.8%에 해당되며2005년도 이후 지속적으로 그 비율이 증가하고 있다.[표 1]요양기관 종별 건강보험 진료비 분포요양기관 종별 건강보험 진료비 분포기관유형20052006200720082009연평균증가율총진료비비율총진료비비율총진료비비율총진료비비율총진료비비율상급종합병원35 12619.841 94120.448 55120.853 28920.962 62421.815.6종합34 87919.6원문보기,2011-03-15
1648,국민건강보험공단(이사장 정형근)은 지난 3일 필리핀 PhilHealth(건강보험공단)와 양 기관 간 국제교류협력을 활성화하고양 국의 건강보험제도 발전에 기여하고자 양해각서(MOU)를 체결했다. 개도국 유관기관과의 MOU 체결은 작년 12월 1일 태국 NHSO(국가보건의료안전청)에 이어 이번이 두 번째다.PhilHealth는 필리핀의 국민건강보험(National Health Insurance) 관련 업무를 수행하는 공공기관으로 그동안 공단이 운영하는 ‘건강보험 국제연수과정’ 참가 등을 통해 한국의 건강보험제도를 배워왔다.필리핀 PhilHealth 이사장 DR. REY B. AQUINO는 “필리핀은 전국민 건강보험 적용을 국가적인 목표로 삼고 있는데 이번 MOU를 통해 한국의 제도운영 경험과 노하우건강보험 IT 관련 기술을 벤치마킹할 수 있는 기회가 되었다”고 전했다.이번에 체결된 MOU의 주요내용은 상호 연례 국제세미나 개최학술 및 인력교류공동연구 결과의 국제 저널지 게재 등이며우리나라 제도를 개도국에 전수할 수 있는 좋은 기회가 마련된 것이다.한편공단은 MOU 체결 외에도 PhilHealth에 공단이 새롭게 추진할 국제교류협력 사업을 설명해주고이와 관련된 협력방안 등도 논의했다.국제기구인 ISSA(국제사회보장협회)의 제의를 받아들여 공단은 올해 ISSA 아태지역 연락사무국을 설치⋅운영하고이와 함께 ISSA 국제세미나를 개최할 예정이다.이에 PhilHealth는 공단을 중심으로 아태지역 국가들이 좀 더 교류하고 협력할 수 있기를 바라면서 개소식 및 국제세미나에 적극적인 참여와 협조를 약속했다.,2011-03-15
1645,보건복지부(장관: 진수희)는 장애인 편의제공을 위한 방송사업자와 기간통신사업자의 단계적 범위 등을 정하는 「장애인차별금지 및 권리구제 등에 관한 법률 시행령」개정안을 입법예고(3.16~4.4)하고 의견제출을 받는다고 밝혔다.이번 시행령은 2010년 5월 11일 장애인 시청편의와 통신중계서비스 확대를 위해 개정된 「장애인차별금지 및 권리구제 등에 관한 법률」의 후속조치로 추진된다.개정 시행령에 따르면「방송법」에 따른 방송사업자(KBSMBCSBS 등)와 「인터넷 멀티미디어 방송사업법」에 따른 방송사업자(KTSK브로드밴드LGU⁺ 등)는 2011년 5월 12일부터 방송프로그램에서 장애인을 위한 시청편의(폐쇄자막화면해설수화통역)를 제공하여야 한다.또한기간통신사업자(KTSK브로드밴드LGU⁺ 등)는 2012년 5월 12일부터 청각·언어장애인을 위해 수화를 통한 통신중계서비스를 제공해야 한다. 다만인터넷전화사업자(온세텔레콤CJ헬로비전 등)는 영세성을 감안하여 2014년 5월 12일부터 서비스를 제공하도록 했다.※ 현재 한국정보화진흥원 통신중계서비스센터(02-3660-2703)와 경기도농아인통신중계서비스센터(031-892-63116411)에서 통신중계서비스 제공.이와 관련보건복지부 관계자는 “관계부처와 협의하여 장애인을 위한 방송편의와 통신중계서비스가 차질 없이 제공될 수 있도록 만전을 기할 것이다”라고 밝혔다.* 통신중계서비스(Telecommunication Relay Service)의 개념청각 및 언어 장애인의 문자나 영상(수화) 메시지를 중계사가 전화(음성)로 상대방에게 전달하는 실시간 전화중계 서비스※ ① 문자중계서비스 : 장애인이 문자를 이용하여 중계사와 통신※ ② 영상중계서비스 : 장애인이 영상(수화)를 이용하여 중계사와 통신,2011-03-16
1643,보건복지부(장관 진수희)는「장애인활동 지원에 관한 법률」(‘11.1.4제정)에서 위임한 사항을 구체화하고 집행에 필요한 사항을 규정하기 위한 시행령・시행규칙 제정안을 마련하고국민의 의견을 수렴하기 위하여 3월 17일부터 4월 6일까지 입법예고한다고 밝혔다.장애인활동지원제도는 현행 장애인활동보조사업을 확대하여 중증장애인의 자립생활을 지원하고 가족의 부양을 경감하기 위하여 올해 10월부터 시행된다.장애인활동지원제도 시행으로 ‘10년 활동보조사업에 비하여 지원 규모가 3만명에서 5만명으로 대폭 확대되며서비스도 신체활동.가사활동 등 일상생활지원 외에 방문간호방문목욕 등이 추가 지원되고급여 규모도 월평균 58만원에서 69만원으로 확대된다.[장애인활동지원제도 개요]추진배경 : 중증장애인의 활동지원을 통한 자립 및 가족부담 경감※ 현행 활동보조서비스를 '11.10월부터 ‘장애인 활동지원제도’로 전면 개편장애인활동지원제도 개요구분장애인활동보조사업('10년)제도 도입('11.10월 이후)지원대상1급 중증장애인 3만명1급 중증장애인 5만명제공서비스신변처리가사지원이동보조 등방문간호.목욕 추가지원효과월 평균 58만원월 평균 69만원예산(연간)1 348억원3월분 777억원(1년 환산시 2 800억원)[지원 대상자 확대 추이 (단위 : 명)][월 평균 급여량 확대 추이 (단위 : 원)]원문보기,2011-03-16
1641,국민연금공단(이사장 전광우www.nps.or.kr)은 3월 17일(목) 탤런트 이정길씨와 KBS 아나운서 이정민씨 그리고 대학생 20명을 국민연금 홍보대사로 위촉하였다.1965년에 데뷔하여 현대극과 사극을 넘나드는 뛰어난 연기로 폭넓은 대중의 사랑을 받고 있는 이정길씨와 KBS ‘뉴스광장’‘생로병사의 비밀’ 등 KBS 뉴스 및 교양프로그램을 진행하는 이정민씨 그리고 올해 처음 선발한 대학생 홍보대사 20명 등은 국민연금 홍보모델로서 국민연금을 알리기 위한 다양한 홍보활동에 나서게 된다.홍보대사들은 TVㆍ라디오 캠페인지면광고 등을 통해 국민연금제도를 올바로 널리 알리는 역할을 수행하게 된다.한편공단은 급속하게 진행중인 저출산ㆍ고령화 문제에 대응하여 기본적 노후준비 수단인 국민연금의 필요성을 알리는데 있어 ”이정길씨와 이정민씨그리고 대학생 홍보대사를 통해 고객 친밀감을 높이는 등 제도 공감대를 확산시킬 것” 이라고 밝혔다.,2011-03-16
1633,보건복지부는 “대형병원 경증환자 약값 부담 인상”과 관련하여 아직 확정된 것이 없음을 밝힙니다.☞ 3월 17일자 문화일보 “대형병원 경증환자 약값 부담 2배 추진” 관련[기사 주요내용]대형병원 경증환자의 약제비 본인부담률을 현행 30%에서 2배로 올리는 방안 추진오는 10월부터 ‘선택의원제’를 시행하고‘선택의원제’에 참여하는 환자에게는 진찰료 본인부담률 낮춰주는 방안 적극 검토 중(예 : 30%→20%)[보건복지부 해명내용]대형병원을 찾는 경증 외래환자에 대한 약제비 본인부담률 인상과 관련해서는 3.18일 건강보험정책심의위원회에서 논의할 예정이며선택의원제에 참여하는 환자에 대한 인센티브 부여는 적극 검토하고 있으나 본인부담률을 어느 정도 인하할 것인지에 대해서는 아직 결정되지 않았음을 알려드립니다.,2011-03-17
1635,우리부는 3.17일 현재 일본 정부측으로부터 의료인력 파견 요청을 받은 사실이 없음을 밝힙니다.☞ 3월 17일자 동아일보 10면 “日_'외국인 의사 의료지원 받겠다”기사 관련[기사 주요내용]“日외국인 의사 의료지원받겠다“라는 제명하에일본정부가 그간의 입장을 바꿔외국인 의사가 의료행위하는 것을 인정하기로 했다고 함(요미우리 신문 보도 인용)[보건복지부 해명내용]“ 日외국인 의사 의료지원 받겠다” 라는 기사 제목 및 내용에 대하여3.17 09:30분 현재 외교통상부를 통해 일본 정부에 확인한 결과의료인력을 파견해 줄 것을 요청한 사실이 없음을 알려드립니다.참고로 보건복지부는 일본 정부가 의료인력 파견을 요청할 경우에 대비하여 한국국제보건의료재단 및 국립중앙의료원을 중심으로 의료지원팀 128명을 선발비상대기 중입니다.※ 의사 48명약사 6명간호사 51명응급구조사 3명물류·행정 등 20명,2011-03-17
1637,적절한 비용으로 양질의 의료서비스를 효율적으로 제공하기 위해 의원-병원-대형병원간 역할분담이 추진된다.보건복지부(장관 진수희)는 수요자 중심의 지속가능한 보건의료체계 구축을 위한「의료기관 기능 재정립 기본계획」을 발표했다.의원은 외래환자에 대해 포괄적이고 지속적인 의료서비스를 제공하는 만성질환.노인 관리체계를 구축하여 일차의료의 역할을 강화하고※ 환자와 의사의 자율 참여와 선택을 원칙으로 하되참여 환자에게는 본인부담 경감의사에게는 만성질환관리 비용 및 서비스 질에 따른 인센티브를 제공병원은 전문병원화를 통해 경쟁력을 강화하는 한편의료취약지역에서는 지역거점화를 통해 지역의 중심병원으로 육성하며대형병원은 중증질환자에 대한 진료기능과 함께 교육 및 연구기능을 대폭 강화하여 세계적인 경쟁력을 갖춘 병원으로 육성한다는 것이 의료기관 기능 재정립의 기본 골격이다.의료기관 기능 재정립을 위하여 강제와 규제 방식이 아닌 자율과 선택을 보장하면서 필요한 제도를 마련하고 인센티브와 디스인센티브를 부여하는 방식을 통해 환자와 공급자의 변화를 유도한다는 전략이다.상반기 중 의료기관 종별 표준업무를 고시하여 서비스 제공과 의료이용의 가이드라인을 제시하고하반기에는 만성질환 관리체계전문병원제연구중심병원 제도를 도입하게 된다.이와 함께 의료기관 종별 기능에 적합한 진료가 이루어지도록 환자 본인부담금 및 수가체계를 단계적으로 조정한다.동네의원을 이용하는 만성질환자 등의 본인부담은 경감하고감기 등 가벼운 질환으로 대형병원 이용시 약제비 등 부담은 인상하며대형병원의 외래수가를 조정하여 중환자실응급실 등 중증질환자의 진료환경 개선에 투자한다.또한 진료의뢰가 수평적 연계협력을 촉진한다.※ 진료정보교류시스템 : 진료정보가 표준에 따라 기관 간에 상호교류되는 시스템으로 중복 검사와 처방 방지 등 진료의 질과 편의 제고 및 비용절감 가능인력ㆍ병상ㆍ장비 등 의료자원의 효율적인 수급과 품질 제고 방안도 추진된다.과목ㆍ지역간 수급 불균형의 개선과 일차의료 전문인력 육성을 위하여 전문의 수련제도를 포함한 의료인력 제도에 대한 근본적인 개편안을 하반기에 마련하고금년 말까지 지역별.종별 적정 병상 수급을 위하여 체계적인 병상수급관리시스템을 도입하며고가 의료장비에 대한 품질검사를 강화하여 부적합 장비를 퇴출시키는 한편장비 이력관리를 통해 수가를 차등화할 예정이다.아울러대국민 의료서비스 수준 향상을 위한 기반 확충 과제로 응급실 및 야간.공휴일 진료환경 개선의료기관 인증제의료서비스 정보공개포털 구축진료지침 개발.보급 등을 포함하고 있다.특히 재난적 의료비 지출로 인한 빈곤화를 방지하기 위해 건강보험의 보장성을 지속적으로 확대하고각종 의료비 지원사업을 조정.통합하여 체계화하는 한편민간 의료지원도 활성화할 계획이다.[의료기관 기능 재정립 주요과제]의료기관 종별 기능의 분화 발전① 의료기관 종별 기능 차별화② 의료기관간 연계 활성화의원의 의료서비스 질 제고③ 만성질환.노인 관리체계 구축병원의 전문화 및 지역의료 지원④ 병원급 전문화.특성화 강화대형병원 기능의 고도화원문보기,2011-03-17
1639,보건복지부(장관 진수희)와 인구보건복지협회(회장 김영순)는 3월 17일(목) 17시30분 두산중공업 서울사무소(강남교보타워)에서 ‘아기와 엄마가 행복한 방’ 제500호 설치 기념식을 개최하였다.‘아기와 엄마가 행복한 방’은 취업여성의 모유수유 증진 및 출산친화적 환경조성을 위하여 직장 내 모유수유실 설치를 지원해주는 사업으로'05년 천재교육에 제1호 설치를 시작으로 지난 5년간 기업체학교지하철역사 등 필요한 곳에 모유수유실 설치 및 관련 용품을 지원해왔다.* '09년부터는 인구보건복지협회 자체예산으로 추진 중모유가 아기에게 가장 좋은 영양공급원이며 엄마의 건강에도 효과적이라는 사실이 알려지면서 1970년대 이후 계속 감소하던 모유수유율은 2000년 이후 증가하기 시작하여 ’06년 26.8%’09년 36.2%로 OECD 국가 평균(23.4%)에 비해서도 높은 수준을 보이고 있다.(6개월 완전모유수유 기준)* 출처 : 「2009년 전국 출산력 및 가족보건․복지실태조사」한국보건사회연구원이러한 증가추세에도 불구하고 취업여성은 직장내 모유수유 공간이나 시간 부족으로 모유수유에 어려움을 겪고 있으며통계적으로도 출산휴가 후 직장에 복귀하는 생후 3개월에 취업여성과 비취업여성의 모유수유율 격차가 벌어지고 있다.* 생후3개월시 완전모유수유율 : 취업여성 43.1% vs 비취업여성 61.6%보건복지부는 모유수유 증진을 위하여 매년 70개 보건소에 예산지원을 하고 있으며보건소는 모유수유 클리닉을 설치하여 유축기 대여모유수유 교육홍보 등의 사업을 펼치고 있다.(붙임2 참고)한편 이번 행사는 진수희 보건복지부장관김영순 인구보건복지협회 회장정지택 두산중공업 부회장 등이 참석한 가운데 기념식수유모와의 대화모유수유 강연 등으로 진행되었으며 진수희 장관은 “취업여성이 모유수유에 성공하기 위해서는 기업의 인식개선이 중요하다”면서 “이번 행사를 통해 출산친화적인 문화 조성을 위해 기업의 자발적인 참여가 확산되는 계기가 되길 기대한다”고 밝혔다.,2011-03-17
1631,보건복지부(장관 진수희)는 세계보건기구(WHO) 서태평양지역사무처(사무처장 신영수)와 함께 2011.3.17일(목)부터 2011.3.18일(금)까지 “서태평양지역 만성비감염성질환 고위급 회의”를 서울플라자호텔에서 개최하였다.‘만성비감염성질환(Noncommunicable disease)’은 심혈관질환암당뇨만성호흡기질환 등을 말하는 용어로 대부분 생활행태와 관련된 흡연이나 건강하지 못한 식사운동부족 등의 위험요인에 의해 발생하고 악화된다.※ 만성비감염성질환은 전세계 사망원인의 60%를 차지하고 있으며사망자의 70%이상이 개발도상국가에서 발생이번 회의에서는 만성비감염성질환의 예방과 관리를 위한 국제적인 협력체계를 구축하고질환의 예방 및 관리를 위하여보건 분야를 넘어 사회 모든 분야의 협력을 이끌어 낼 수 있는 다분야적인 접근 방법을 모색하였다.다분야적인 접근이 중요한 이유는 만성비감염성질환에서 가장 중요한 위험요인인 생활행태 개선이 사회 각 분야의 협력을 통해서만 가능하다는 것이 금연운동의 사례를 통해 입증된 바 있기 때문이다.아울러이번 국제회의에서는 서태평양지역 국가 보건대표들이 모여 만성비감염성질환의 예방과 관리를 위한 ‘서울선언문’을 채택·선언 하였다‘서울선언문’은 만성비감염성질환의 예방과 관리를 위한 국가적 차원의 지원을 약속하고1차의료(Primary health care)에 기반하여 보건의료체계를 강화하는 내용을 담고 있다.또한만성비감염성질환에 국제적으로 높은 정책 우선순위를 부여하기로 합의하였으며 올해 4월 러시아(모스크바)에서 개최되는 세계보건기구(WHO) 보건장관회의에서 ‘서울선언문’을 발표하기로 하였다.이번 “서태평양지역의 만성비감염성질환 고위급 회의”를 통하여 질환의 예방 및 관리를 위한 국제적 협력체계가 더욱 공고해질 것으로 생각하고 있으며 국제 사회의 관심이 고조될 것으로 기대된다.,2011-03-18
1629,"보건복지부(장관 진수희)은 3월 18일(금) 오전 11시 30분 보건복지부 대회의실에서 우리사회 진정한 생명나눔을 실천한 24명에게 복지부 장관상을 수여하고 감사의 뜻을 전달하였다.이 자리에는 배우 최강희""울지마 톤즈“를 제작한 구수환 PD를 비롯해 인종을 넘어 숭고한 생명나눔 정신을 보여준 故 린다프릴의 남편 렉스프릴 등 19명이 참석하였다.이번에 장관상을 받은 24명은 복지부가 나눔 실천사례를 공유하고 이를 확산하고자 추진 중인 ‘이달의 나눔인’ 포상 프로젝트에서 제2회 이달의 나눔인으로 선정된 대상자들이다.제2회 이달의 나눔인은 '우리사회 생명나눔을 실천한 유공자‘를 주제로 관련 기관 및 언론국민추천 등을 통해 발굴선정하였다.2월 이달의 나눔인 미담사례배우 최강희 : 2007년 10월 영화 ‘내 사랑’ 촬영 당시 조혈모세포(골수)를 기증하였으며미혼모들을 위한 자선 바자회 및 일일 카페를 열고 애장품 경매 진행틈틈이 헌혈을 시행하여 2006년 헌혈유공장 은장을 수상故 린다프릴 : 의정부 외국인학교에서 여고사로 재직중인던 린다프릴씨는 수업 중 뇌출혈로 쓰려져 뇌사진단을 받음. 남편 렉스씨가 고인의 평소 뜻에 따라 장기기증 의사를 밝혀 간신장 2개각막 2개 등 5명의 한국의 환자에게 새 생명을 불어넣음가수 수와진 : 26년째 거리 공연으로 성금을 모아 심장병 어린이 800명에게 새샘명을 선물한 쌍둥이 가수 수와진서울성모병원 주천기 교수 : 故 김수환 추기경 각막 적출 수술을 집도한 주천기 교수는 평생 잊지 못할 그 수술 이후 봉사와 기부의 삶을 이어오고 있음(외국의료봉사 등)김영일 중사 : 보건복지부 홈페이지 국민추천을 통해 첫 번째로 포상대상자로 선정된 공군 제1전투비행단 소속 김영일 중사는 1999년부터 정기적으로 매달 1차례 헌혈 실시보건복지부 진수희 장관은 참석자들에게 “우리 사회에 희망을 잃고 질병에 시달리는 분들에게 자신의 생명의 일부분을 기꺼이 내어주어 그들에게 새로운 생명에 대한 희망을 주신 분들과 자리를 함께해 감사드릴 수 있게 되어 매우 뜻 깊으며 ” “여기 계신 분들의 아름다운 미담사례가 널리 알려져 보다 많은 생명의 씨앗이우리 사회를 희망이 가득하고 따뜻하게 만드는데 기여할 것이라 믿는다”고 밝혔다.앞으로 보건복지부는 단체․기관․언론 추천뿐만 아니라 복지부 홈페이지에 국민추천을 받아심사를 통해 기부재능나눔분야별(노인·장애인·아동 등) 대상에 대한 나눔 등 다양한 주제를 가지고 우리사회 숨은 나눔인들을 적극 발굴해 포상할 계획이다.일반국민들도 주변의 나눔을 실천하고 있는 유공자가 있을 시 보건복지부 홈페이지(www.mw.go.kr)에서 ‘나눔문화 → 나눔인 → 나눔인 추천’으로 들어와 양식에 따라 작성하여추천할 수 있다.",2011-03-18
1627,건강보험심사평가원(원장 강윤구)이 최근 5년간(2006~2010년) ‘만성신부전증(N18)’에 대한 심사결정자료를 분석한 결과진료인원은 2010년 11만7천명으로 2006년 8만 5천명 대비 약 4만2천명(37.1%) 증가5년간 연평균 약 8.2%씩 증가하고 있으며 총진료비는 2010년 1조 3 214억으로 2006년 8953억 대비 약 4261억원(47.6%) 증가5년간 연평균 약 10.2%씩 증가하는 것으로 나타났다.표1. [만성신부전증] 진료인원 및 총진료비 현황 (2006~2010)만성신부전증 진료인원 및 총진료비 현황구분2006년2007년2008년2009년2010년진료인원 (명)85 14194 050102 798110 354116 762총진료비 (천원)895 301 239997 053 0541 111 572 9001 216 121 8001 321 369 200[그림1] ‘만성신부전증’ 진료인원 및 총진료비 추이(2006~2010)표2. [만성신부전증] 구간별 진료인원 현황만성신부전증만성신부전증구분원문보기,2011-03-18
1612,보건복지부는 전국 보건소에서 사용하는 정보시스템중 진료정보시스템의 장애 발생으로 내부진료업무에 일부 차질이 있었으나 응급 복구하여 정상 가동중입니다.☞ 3월 21일자 YTN뉴스 “전국 대부분 지역 보건소 전산망 장애”기사 관련[기사 주요내용]오늘 전국 대부분 지역의 보건소 전산망이 장애로 업무 차질환자 진료 기록 등을 입력하는 보건소 종합정보시스템의 진료부분이 3월 21일 오전부터 장애를 일으켜 복구중[보건복지부 설명내용]장애발생현황장애 발생 시각 : 2011.3.21. 9시경장애원인전국 보건소에서 사용하는 “보건소통합정보시스템”의 보건소사용자를 접속‧인증 관리하는 기능(SSO*)에 기술적인 문제가 발생하여 접속이 불가능하여 진료업무에 차질 발생※ SSO (Single Sign On통합인증시스템) : 한 명의 사용자가 서로 다른 정보시스템을 한 번의 인증만으로 사용할 수 있도록 통합적으로 접속‧관리하기 위한 솔루션문제점시스템 접속 장애로 내원 환자의 과거 진료․처방 기록 확인이 불가능하였으며환자들이 장시간 대기하는 사례 등의 불편 발생장애 조치 경과(09:10) 장애발생 인지 후 자체(개발원) 원인 파악 점검(10:03) 접속지연현상 보건소 담당자에게 SMS팝업 공지(12:15) SSO 서버 장애 판단1차 응급조치 완료(12:20) 일부 사용자 폭주로 인하여 시스템 접속 장애 발생(12:20~14:20) 사용자 접속 장애 발생 원인에 대한 세부 점검(14:20) 접속 장애발생 응급복구 완료향후 조치계획장애 발생에 대한 근본적인 원인 분석과 재발방지대책 수립중※ “보건소통합정보시스템” 의 개요전국 보건소에서 이용중인 보건행정 및 진료업무를 처리 지원하는 표준형 통합 정보시스템이용 업무 : 보건사업관리(맞춤형 방문건강관리업무 등 45종)진료 및 진료지원 업무실적 보고통계 처리업무사용현황 : 보건소 253곳 중 180곳(보건지원문보기,2011-03-21
1614,정부는 3. 21(월) 오후 김황식 국무총리 주재로 제7차 첨단의료복합단지위원회를 개최하여 『첨단의료복합단지 종합계획』을 확정하였다.이날 위원회에서는 올해부터 ’13년까지 3년간 1.1조원을 투입하여 신약개발지원센터 등 핵심인프라 구축우수한 연구기관(56개) 및 인력 유치공동 연구개발체계 구축연구개발 환경 조성을 중점적으로 추진키로 하였다.① (핵심인프라 구축) 첨단의료복합단지는 2013년 완공을 목표로 총면적 216만㎡(대구경북 103만㎡충북 오송 113만㎡)에 기초연구성과를 임상단계로 연계할 응용.개발연구 중심의 단지로 조성할 예정이다.중앙정부는 신약의료기기 개발에 필수적이지만 민간에서 구비하기 힘든 핵심시설*과 장비를 설치하고※ 핵심시설 : 신약개발지원센터첨단의료기기개발지원센터실험동물센터임상시험신약생산센터지방자치단체는 부지 제공 및 커뮤니케이션벤처연구센터 등 각종 편의시설*을 건립하는 등 공동으로 단지를 조성할 계획이다.※ 대구경북(연면적 17 600㎡1 500여명 수용)충북오송(연면적 54 186㎡2 000여명 수용)② (우수 연구인력(기관) 유치) 세계적으로 우수한 인재를 유치하기 위해 인재유치위원회를 구성하고‘13년까지 연구인력은 600명 수준을 충원한다.또한 우수 연구기관 유치를 위해(‘13년까지 56개목표) 취득세 등 각종 세금 감면부지매입비 지원연구개발 기금 조성성공불 융자제도 도입 추진 등 다양한 인센티브를 제공한다.③(공동 연구개발체계 구축) 대학.기업.연구소 등과 공동연구개발이 활성화되도록 단지 내에 ‘연구개발 전담기구’를 설치한다. 또한R/D는 ‘13년까지 1 100억원을 투자하며연구개발 결과를 상용화할 수 있도록 허가와 연계한 원스톱 서비스(One stop service)를 제공할 계획이다.④ (연구개발 환경 조성) 연구개발성과가 조기에 도출될 수 있도록 하기 위해 인허가 절차 간소화외부 연구기관ㆍ전문가 간 협력체계 구축 등을 추진할 예정이다.한편 김 총리는 이날 회의에서 “우리나라가 선진국으로 진입하기 위해서는 신약 및 첨단의료기기와 같은 고부가가치 산업을 미래의 신성장 동력으로 육성하는 것이 절실하다.”며 “이를 위해 관련기관과 연구진들이 합심해서 첨단의료복합단지를 세계 최고의 단지로 만들어 나가자.”고 강조하였다.,2011-03-21
