,내용,등록일
1468,보건복지부(장관 임채민)는 ‘유전자원의 접근 및 이익공유에 관한 나고야 의정서(이하 나고야 의정서)’와 관련하여 보건산업계의 이해증진과 대응방안 모색을 위한 「나고야 의정서 관련 공청회」를 1월 13일(금) 오후 2시에 삼성동 코엑스 컨퍼런스홀에서 개최하였다.‘나고야 의정서가 보건산업에 미치는 영향 및 대책마련’을 주제로 한 이번 행사에는 복지부 국제협력관한국보건산업진흥원장 등 내외빈과 제약화장품건강기능식품한의약 관련 업계 종사자 2백여명이 참석하였다.2010년 10월 일본 나고야에서 채택된 ‘유전자원의 접근 및 이익공유에 관한 의정서’에 따르면타국의 유전자원을 이용한 제품 판매 시 금전적비금전적 이익을 공유해야 한다.제약화장품건강기능식품 등 보건산업은 그 특성상 해외 유전자원에 대한 의존도가 높기 때문에 의정서 발효 시 업계에 추가부담이 발생할 것으로 예상된다.국내 제약화장품식품 업체의 67%가 제품 생산 시 해외 생물자원을 이용하고 있는 것으로 나타났으며이러한 유전자원을 이용한 바이오산업은 최근 성장 추세에 있기 때문에 해외 유전자원에 대한 수요는 지속적으로 증가할 전망이다.바이오산업 및 해외 유전자원에 대한 수요 표구분주요내용산업에의 영향[업계의 현 상황]제약화장품식품원료 상당 부분이 식물자원에서 유래국내 제약화장품식품 업체 60% 이상이 제품 생산 시 해외자원 이용화장품 회사의 경우 전체 원료 중 40%가 식물베이스약 300개 식물종에서 유래위협: 해외 유전자원 접근제한으로 연구·개발 위축 가능성 및 원료비용 상승기회: 토종 유젅원 선점에 따른 차별화 및 대체소재 개발·발굴 촉진[의정서로 인한 의무]외국 식물종 이용에 대한 금전적비금전적 이익공유 의무해외자원 이용 상품 제조 및 판매 기업은 자원 보유국에게 이익 일부 상환로열티 지불 등 가격 상승 또는 사용제한원문보기,2012-01-13
1445,보건복지부(장관 임채민)는 지난해 7월부터 시행된 「제대혈 관리 및 연구에 관한 법률」(이하 ‘제대혈법’)에 따라제대혈은행 14개소에 대해 허가를 완료하고4개소에 대한 보완 작업을 진행 중임또한 허가순서 및 허가증 발급 번호는 허가신청서가 접수된 순서에 따른 것이며허가 심사결과(평가순위품질관리 순위 등)와는 전혀 무관함제대혈법이 정한 시설‧장비‧인력‧품질관리체계 기준을 모두 충족한 14개소에 대해서는 허가증이 발급되었고허가 심사가 진행 중인 4개소는 장비‧문서 등 일부 항목에 대한 보완 작업이 진행 중이며1월 말까지 심사를 완료할 예정복지부는 올해 중 ‘제대혈관리업무 심사‧평가규정’을 마련하여 정기적으로 제대혈은행별로 품질 및 안전관리 현황을평가하고 그 결과를 국민들에게 공개할 예정임*[붙 임] 제대혈은행 허가 현황(14개소),2012-01-17
1447,[2011년 저출산고령화에 대한 국민인식조사 결과 발표]국민 10명 중 9명은 저출산․고령화 문제가 심각하며 본인에게 영향을 미칠 것이라고 생각저출산의 주요 원인은 자녀 양육비․교육비 부담 60.2%국민 대부분(92.9%)은 삶의 만족 및 보람을 위해 자녀가 필요하다 생각노인이 시작되는 시점은 66.7세노후준비는 30대부터 필요국민 대부분(86.6%)은 정부의 출산친화문화 장려 노력 바람직하다고 응답보건복지부(장관 임채민)는 저출산․고령화 현상에 대한 국민들의 인식수준과 정책 욕구등을 파악하기 위한 「2011년 저출산․고령화에 대한 국민인식 조사」를 실시하고그 결과를 발표했다.이번 조사는 저출산․고령화 문제 인식자녀관노후관정책인지도저출산․고령화 홍보정책 등을 주요 내용으로전국 만 19세 이상 성인남녀 2천명을 대상으로 한 대면면접조사로 실시되었다 (조사기관: (주)한국리서치조사기간 : ‘11.11.2 ~ 11.25 (24일간)조사대상 국민의 68.4% 저출산․고령화 문제에 관심 있음10명 중 9명은 저출산․고령화 문제가 심각하다고 응답저출산 현상은 조사대상 국민의 86.6%고령화 현상은 91.1%가 심각하다고 인식하고 있으며저출산․고령화가 본인에게 영향을 미칠 것이라는 응답은 각각 80.3%89%로 나타났다.저출산의 주된 원인으로는 대다수(60.2%)가 자녀 양육비․교육비 부담이라고 답했고그밖의 원인으로 소득 및 고용불안정(23.9%)가치관 변화(7.5%)일․가정 양립 어려움(7.2%) 등을 꼽았다.또한 저출산․고령화로 인해 세금증가(33.5%)노동력 부족(25.9%)노후불안(15.3%) 및 국가경쟁력 약화(14.1%) 등의 문제점이 나타날 것으로 예상했다.국민 대다수(92.9%)는 자녀가 필요하다고 생각하고 있으나사회․직장의 자녀출산과 양육배려 분위기 조성은 미흡하다고 답했다.이상적 자녀수는 2.58명이나경제적 부담 등으로 현실적 자녀수는 2.04명이 적절하다고 생각하고 있으며우리 사회에 자녀출산과 양육을 배려하는 분위기가 조성되어 있다는 응답은 29.4%직장에서 배려 분위기가 조성되어 있다는 응답은 24.5%로 지난해에 비해서는 상승했지만(‘10년 22.7%) 여전히 미흡한 것으로 나타났다.이번 조사에서 우리 국민들은 노인이 시작되는 나이는 66.7세노후 준비는 30대부터 해야 한다고 인식하고 있는 것으로 나타났다.조사대상 국민의 10명 중 8명은 3~40대부터 노후준비를 해야 한다고 보고 있으며실제로 30대 이상 국민중 40.6%는 노후를 준비하고 있다고 답했다.노후에 가장 중요하다고 생각하는 것으로는 건강(60.7%) 및 경제적 여유(32.2%)를 꼽았으며가장 많이 하고 있는 노후 준비는 노후에 필요한 생활자금 준비(85%)로 나타원문보기,2012-01-17
1449,보건복지부(장관 임채민)는 설 연휴기간 가족들이 함께 모인 자리에서 주고받을 수 있는「국민이 알아두면 도움이 되는 보건복지분야 정책」정보를 소개한다고 밝혔다.이번에 소개되는 국민이 알면 도움되는 보건복지 분야 내용은[상반기 주요 제도 시행 안내]필수예방접종 국가 지원 확대 : 접종비용 1만 5천원→5천원(1월 시행)임신․출산 지원비 지원 확대 40만원→50만원(4월 시행)동네의원 이용 고혈압.당뇨환자 본인부담 경감(4월 시행)75세 이상 노인 완전틀니 비용 본인부담 50% 지원(7월 시행)만0~2세 보육료 및 5세아 보육료.유아학비 지원 확대(3월 시행)입양아동 양육수당 인상 월 10만원→15만원(1월 시행)취학전 장애아동 양육수당 지원 확대(1월 시행)[알아두면 도움되는 시행중인 보건복지 제도 안내]‘전문병원’ 명칭은 복지부 지정기관만 사용할 수 있습니다.주변의 복지사각지대 소외 이웃은 이곳으로 신고해 주세요*붙임 : 정책별 세부 설명자료,2012-01-17
1451,보건복지부(장관 임채민)는 설 연휴기간 주부들이 겪게 되는 명절 스트레스를 푸는 법 등 국민들이 미리 알아두면편리한 각종 건강상식을 안내한다고 밝혔다.이번에 소개되는 건강상식은 다음과 같다.국가건강정보포털 ‘설 명절에 검증된 건강정보를 만나보세요’명절 건전음주수칙설날 연휴 비만예방법명절 스트레스 해소감염병 발생 예방 등 설연휴 각종 질병 관리법설연휴 발생할 수 있는 명절증후군 예방운동명절기간 중 가정에서 할 수 있는 가벼운 근력운동귀성길 장거리 운전자를 위한 스트레칭*붙임 : 건강상식별 세부 설명자료,2012-01-17
1453,개정사유약가제도 개편에 따라 시장형 실거래가 제도의 시행 유예 및 저가의약품 기준을 상향조정개정안 주요내용물가상승률을 감안하여 저가의약품의 가격기준을 상향조정(제24조제3항제2호)약제에 대한 비용은 1년간 요양기관이 해당 약제를 구입한 금액으로 결정함(제24조제3항제3호)기대효과약가제도개편(‘12.1월)에 따른 저가 필수의약품의 원활한 공급 도모 및 제약사 부담 완화약가제도개편(‘11.1)에 의해 약가가 인하되면 시장형실거래가제도로 나타나는 약가인하효과는 한시적으로 상쇄되므로 이에 따른 인센티브(월 평균 약 200억) 지급을 중단함으로써 건강보험재정 손실 방지,2012-01-17
1455,보건복지부(장관 임채민)는 몽골보건부와 삼성서울병원(원장 최한용)간 몽골의료진 연수프로그램 계약를 1월 16일자로 체결하였다고 밝혔다.몽골보건부는 앞으로 동 계약에 따라 자국 의료진 68명*을 연수 목적으로 ‘12.4월∼’13.6월(15개월간)동안 5차에 걸쳐 삼성서울병원에 파견할 예정이며* (연수분야) 임상면역학과(22명)의료영상학과(5명)소아내시경(4명)소아신장복강경(5명)소아재활(5명)소아안과(5명)소아정형외과(4명)소아간호(8명)소아흉부외과(5명)정신과(5명)의료인 연수프로그램 개발 및 연수 비용으로 삼성서울병원에 백만불(USD) 규모를 지급할 계획이다.보건복지부(장관 임채민)는 한국을 방문하는 몽골 환자수 증가*의료기관 진출 등 양국간 보건의료분야 협력 수요 증가에 따라* (유치실적) ‘09년 850명(전체 60 201명중 2.0%) → ’10년 1 860명(전체 81 789명중 2.8%)* (의료기관진출) 연세친선몽골병원(‘89년)송도병원(’07년최근 지분 대부분을 몽골측에 매각)서울의과학연구소(‘03년)남양주현대병원(’11년)지난해 양국 보건부간 보건의료분야 양해각서(‘11.3월) 및 행정약정(’11.8월)을 체결한 바 있으며금번 한국 삼성서울병원과 몽골보건부간 의료인연수 계약 체결이라는 실질적인 성과를 통해 양국간 보건의료협력이 더욱 확대·가속화될 전망이라고 밝혔다.의료인 연수 프로그램은 보건의료분야의 대표적인 협력 프로그램으로최근 한국을 방문하는 외국인 환자수 증가와 함께 한국의료(Medical Korea)에 대한 인지도가 제고되고 있고짧은 기간동안 세계 수준의 의료 선도국가로 발전하고 있는 한국의료의 경험과 노하우를 배우기 위해 해마다 외국의료인 연수도 증가*하고 있는 추세이다.* (의료인 연수 실적대한병협 실태조사 자료) (‘09년) 17개병원 173명(’10년) 17개병원 279명(‘11년상) 216명보건복지부 관계자는 예전에 우리나라가 한국전쟁이후 미네소타 프로젝트*를 통해 현재 한국의료 발전의 초석을 이룬 것처럼서울대학교 교수요원 226명이 미네소타대학교에 첨단 의학을 배우기 위해 연수를 다녀왔으며59명의 자문관이 한국에 상주하면서 교육체계 전반을 자문금번 삼성서울병원과의 의료인 연수를 통해 몽골 자국내 의료수준 및 의료환경을 한단계 업그레이드 할 수 있을 것으로 기대하며* (몽골 주요 사망요인) ① 순환기계질환 36.1%② 암 20.8%③ 외상 및 중독 16.4%지난해 양국 보건부간 체결한 협정에 따라 몽골에 한국의료기술 및 시스템·제도 등을 전수하는 서울프로젝트*27개 중증질환분야** 몽골환자 송출 등을 협력사업으로 추진해 나갈 계획이라고 밝혔다.* (주요 내용) 한국형 병원시스템․의료제도․의과대학 교육 프로그램 등 한국의료시스템 전수몽골의사 연수·교육을 통한 의료기술 및 전문성 제고 지원원문보기,2012-01-17
1457,최근 5년간 ‘방광염’ 여성 진료인원 연평균 5% ↑2010년 기준 여성 방광염으로 인한 건강보험 진료비 869억국민건강보험공단(이사장 김종대www.nhic.or.kr)은 최근 5년간 건강보험 진료비 지급자료를 분석한 결과 ‘방광염(N30)’의 진료환자가 2006년 120만명에서 2010년 143만명으로 연평균 4.5% 증가 하였으며2010년을 기준으로 보면 93.6%가 여성인 것으로 나타났다고 전했다.‘방광염’으로 진료를 받은 남성은 2006년 9만4천명에서 2010년 9만2천명으로 약간 감소하였으나여성은 2006년 110만2천명에서 2010년 133만6천명으로 지속적인 증가추세를 보이고 있다.[연도별 ‘방광염(N30)’ 진료인원 추이](단위:천명)연도별 ‘방광염(N30)’ 진료인원 추이구분2006년2007년2008년2009년2010년연평균증가율(%)계1 1961 2701 3471 3741 4284.5남성9491939292-0.5여성원문보기,2012-01-17
1459,보건복지부(장관 임채민)와 질병관리본부(본부장 전병율)가 유전자검사 동의서 관리실태에 대해 유전자검사기관 및 유전자은행 약 30%를 표본 조사하고 5개 대형병원을 현지 조사한 결과유전자검사 실적이 있는 기관 중 유전자검사기관은 50%(16개소)유전자은행은 약 45%(5개소)가 유전자검사·연구 동의서(붙임 참조) 관리가 미흡한 것으로 조사됐다.특히 검사실적이 있는 기관 중 유전자검사기관은 9%(3개소)유전자은행은 36%(4개소)가 유전자검사·연구 동의서에 검사의 목적을 지속적으로 누락하고 있는 것으로 나타났다.[유전자검사 동의서 관리실태 표본조사 결과]유전자검사 동의서 관리실태 표본조사 결과구분계검사실적이 있는 기관검사실적 없음목적기재일부미비지속적누락유전자검사기관681613336유전자은행126141* 해당 기관에서 보유한 1개월간 유전자검사·연구 동의서 확인 조사** ’11.12 현재 유전자검사기관 185개유전자은행 36개유전자검사·연구 동의서에 목적을 지속적으로 누락한 기관 중에 대학병원 부속 기관 등 대형병원이 다수 포함되어 있었으며실태조사를 실시한 5개 대형병원의 경우에도 대부분 병원의 동의서 관리실태가 부실 것으로 파악되었다.<원문보기,2012-01-17
1461,건강보험심사평가원(원장 강윤구)은 이달 말까지 의료장비 바코드 부착완료 사실을 통보하지 않은 요양기관에 대하여 전국 7개 지원의 협조를 얻어 2월중 기관방문 등 현지에서 직접 확인할 계획이다.심사평가원은 의료장비 코드표준화 사업의 일환으로 작년 12월 CTMRI 등 15종 의료장비 92 000여대에 대하여 개개 장비 식별을 위한 바코드 라벨을 부착하도록 34 000여 요양기관에 배포하였으며장비에 실제 부착했는지 확인하기 위해 해당 요양기관으로 하여금 부착완료 사실을 통보토록 협조 요청한 바 있다.CTMRI유방촬영장치PET․PET-CT방사선투시장치혈관조영장치C-Arm형 엑스선장치체외충격파쇄석기엑스선촬영장치치과방사선촬영장치치과방사선파노라마장치콘빔CT골밀도검사기감마카메라초음파영상진단기* 바코드 라벨이 배포된 15종 장비 (특수의료장비 및 진단방사선발생장치 등)심사평가원에서 바코드 라벨을 배송한지 한달가량 되었으며13일 현재 부착완료 사실을 회신한 기관은 34 000여 기관 중 17 000여 개에 불과하다. 이에 미회신 기관에 대한 확인을 위해 심사평가원은 단계별 조치를 취할 예정이다.우선바코드 배송직후 유선 회신이 몰림에 따라 통화가 어려웠던 기관이 다수 있을 것으로 보고이달 말까지 회신될 수 있도록 요양기관에 재안내를 할 계획이다.요양기관에서 회신할 때는 팩스를 이용하면 되고반드시 요양기관 기호와 명칭부착완료 장비대수를 기재하여 송부하여야 한다. 팩스 송신이 어렵거나 담당자와 통화가 필요한 기관은 전화를 이용하면 된다.※팩스(02-6710-5759~5763)전화(2182-8621~86248626~86288630~8634)자원평가부 관계자는 “의료장비 바코드 부착관리는 사회적 필요에 의해 시작된 사업인 만큼 미회신 기관은 1월 31일까지 부착을 완료하고 심사평가원에 통보해야 한다”며“현지 방문 등으로 심사평가원과 요양기관 모두 시간과 비용을 낭비하는 일이 생기지 않도록 협조해주기 바란다”고 말했다.,2012-01-17
1437,질병관리본부(본부장 전병율)는 1.19(목) 인천국제공항 출국장에서 설 연휴(‘12.1.21~24)를 맞이하여 동남아시아 등 세계 각국의 감염위험지역을 방문하는 여행객에게 국외감염병 예방을 당부하는 캠페인을 벌인다.2011년 법정감염병감시 잠정 결과국외 체류 중에 감염된 국외유입 사례는‘09년까지 200명 내외로 보고되었으나 ’10년 335명‘11년에 337명으로 최근 감염병 국외유입 사례가 ’09년 대비 2.3배 증가를 보였고2011년에 보고된 주요 국외유입 감염병은 '세균성이질뎅기열말라리아파라티푸스장티푸스 등‘이며유입 국가는 ’인도캄보디아필리핀 등'의 아시아 지역과‘가나카메룬 등’의 아프리카 지역이 많았다(붙임 1 참조)감염병 국외유입건 증가는 국외여행 자유화 및 국민소득 증가에 따른 연도별 국외여행객 수의 급속한 증가와 밀접한 관련을 보이고 있으며특히 금년 1월 중국인도네시아캄보디아에서 조류인플루엔자 인체감염증(AI)으로 인한 사망자가 발생한 바 있으며(현재까지 국내 환자발생 없음)또한 중국베트남 등에서는 최근까지 수족구병의 발생이 지속되고 있어 이들 국가를 여행할 때에는 각별한 주의가 요망된다.[연도별 감염병 국외유입 현황]연도별 감염병 국외유입 현황연도20012002200320042005200620072008200920102011원문보기,2012-01-18
1439,* 취학아동 예방접종 기록확인 4종 확대올해부터 온라인으로 확인 절차 간소화* 단체생활 시작 시기 감염병에 가장 취약표준일정에 맞춰 접종완료 해야보건복지부 질병관리본부(본부장 전병율)는 교육과학기술부(장관 이주호)와 공동으로 단체 생활을 처음 시작하는 초등학생의 감염병 예방을 위해 4종 백신에 대한 예방접종 기록을 취학시(3월2일부터 3개월) 확인할 계획이라고 밝혔다.만 6~7세 어린이가 취학하는 시기는 영유아 때 받은 예방접종의 방어면역이 점차 약해지는 시기로단 한 명의 환자로 인해 대규모 감염확산이 일어 날수 있는 감염병 발병에 가장 취약한 시기이다.정부는 그간 MMR(2차) 접종 1건에 대해서만 실시하던 취학아동 예방접종 기록확인을올해부터 만 4~6세 때 받아야하는 MMR(2차)DTaP(5차)폴리오(4차)일본뇌염(사백신 4차 또는 생백신 3차) 등 모두 4종 예방접종 기록(4건)으로 확대할 계획이다.질병관리본부는단체생활을 처음 시작하는 학생 본인의 안전과 함께 공부하게 될 친구들의 건강을 위해 표준일정에 따라 빠짐없이 감염병 예방접종을 받고 입학할 수 있도록 학부모님들의 관심을 당부했다.특히 올해부터는 보호자가 의료기관으로부터 [예방접종증명서]를 발급받아 학교에 제출하는 번거로움을 없애기 위해예방접종 기록확인 온라인 간소화 서비스를 실시한다고 밝혔다.질병관리본부와 교육과학기술부의 부처간 협조를 통해 초등학교 교사가 직접 학생의 예방접종 여부를 확인할 수 있어보호자는 별도로 [예방접종증명서]를 학교로 제출하지 않아도 된다.※ 입학 전(2.29일)까지 예방접종 의료기관을 통해 전산등록된 내역에 대해서만 학교에서 확인이 가능하며입학 후(3.1일) 전산등록 된 경우에는 [예방접종증명서]를 접종받은 의료기관에서 발급받거나온라인(민원24)으로 직접 출력해 학교에 제출하여야 함따라서 2012년 3월 취학을 앞둔 아동 보호자는자녀 예방접종 내역 전산등록 여부를 예방접종도우미 사이트 (http://nip.cdc.go.kr)에서 확인해보고(입학 전)빠트린 접종이 있을 경우 입학 전(2.29일)까지 접종을 완료하고전산등록이 누락된 내역에 대해서는 접종받은 의료기관에 전산등록을 요청하라고 당부했다.※ 4건 접종 모두 온라인으로 확인되는 경우 보호자는 별도의 조치 필요없음※예방접종내역 전산등록이 불가능한 경우(의료기관 거부 등)접종받은 의료기관으로부터 [예방접종증명서]를 발급받아 취학 전 보건소에 전산등록을 요청하거나취학 시 학교에 제출하면 됨예방접종관리과 배근량과장은 “지난해 유럽지역에서는 접종률이 낮아진 틈을 타 2만원문보기,2012-01-18
1442,정부는 ‘12년 제3차 위기관리대책회의(’12. 1. 18)에서 유아교육․보육에 대한 국가의 책임을 강화하기로 결정하였음유아교육･보육은 의무교육의 연장으로 금년도에 도입한 5세아 누리과정을 '13년부터 34세 유아에게도 동시에 확대하고* ‘12년부터 만5세아에 도입되며 유치원과 어린이집이 각각 운영하고 있는 유아교육․보육과정을 통합하고 유아학비․보육료를 소득수준과 무관하게 지원하는 것양육수당의 지원대상도 현재 차상위계층(소득하위 15%수준)에서 소득하위 70%로 대폭 확대하여 서민･중산층 부모의 양육부담을 완화할 것임이는 ‘보육은 미래를 위한 투자’라는 대통령 신년 국정연설 (‘12. 1. 2)의 후속조치로 추진되는 것이며이명박정부가 예산을 편성하는 마지막 해인 ‘13년도에 국가가 책임지는 유아교육․보육의 비전을 구현하려는 것임대통령 신년 국정연설 내용부모들의 실질적인 양육부담을 덜기 위해 태어나서부터 다섯 살까지 어린이에 대한 보육 지원을 확대하겠습니다. 보육에 대한 투자는 복지의 문제이기도 하지만미래를 위한 투자이자 저출산･고령화에 대응할 수 있는 가장 효과적인 수단이라고 할 수 있습니다.[우리정부의 유아교육보육 비전]우리정부의 유아교육 및 보육 비전구분유아학비･보육료양육수당1단계(～11년)지원대상 지속확대('08) 차상위 → ('09) 소득하위 50% →('11) 소득하위 70%09. 7월 양육수당 도입지원대상 및 금액 확대* ('10) 24개월 미만10만원 →('11) 36개월 미만10～20만원2단계('12년)5세 누리과정 및 0~2세유아교육･보육 지원 확대원문보기,2012-01-18
1443,보건복지부(장관 임채민)는 스마트폰 보급 2 000만명 시대를 맞이하여 국민들이 전국 장례식장 안내 및 상․장례절차 등 장사문화에 대한 다양한 정보를 손쉽게 제공받을 수 있는 「e하늘 장사정보 앱」서비스를 1월 18일부터 제공한다고 밝혔다.「e하늘 장사정보 앱」은 ‘장례식장 및 화장시설 찾기상장례절차문상방법부고/조의문자 보내기상차림/지방쓰기조문다이어리’ 로 구성되었으며실생활에 유용한 정보로 활용될 것으로 기대된다.특히 ‘장례식장 등의 위치 찾기’와 ‘상장례 절차’에 대한 내용은 많은 국민들이 자주 이용할 것으로 예상된다.* 장사관련 모바일 앱 서비스 희망 조사 결과 : 장례식장 및 화장시설 찾기 53.8%상장례절차 27.1%(한국보건사회연구원11년)‘조문 다이어리’ 기능은 경조사비 지출을 관리할 수 있고각종 제사정보를 음력으로 등록하여 알람 서비스를 받을 수 있다.‘부의ㆍ조의 문자발송’기능은 예문으로 제공된 ‘부의 및 조의 문자’ 중에서 선택하여 보낼 수 있다.그 외 부가적으로 제사상 차림뿐만 아니라 지방 작성법에 대한 안내가 있어설을 맞이하여 국민들에게 제사상차림의 길잡이 역할을 톡톡히 해낼 것으로 기대된다.※ 기존에 출시된 장사관련 앱의 경우문상예절 및 제사 등 한정된 서비스를 제공하거나일부 장사시설 업체의 영리목적으로 제공되는 경우가 많아 제한적인 이용에 그쳤음.「e하늘 장사정보 앱」은 1월 18일부터 안드로이드폰의 ‘안드로이드마켓’에서 “e하늘장사정보”“제사”“장례”“문상” 등으로 검색하여 무료로 다운받아 사용할 수 있다.1월 31부터는 안드로이드폰의 각 이동통신사 ‘마켓’에서도 사용 가능함.향후아이폰에도 「e하늘 장사정보 앱」을 지원할 계획임.한편「e하늘 장사정보 앱」 출시에 맞추어 1월 18일부터 2월 17일까지 한달간 모바일 앱을 다운로드한 사람에게 푸짐한 경품을 추첨하여 증정하는 오픈기념 이벤트를 진행할 예정이다.[붙임]스마트폰에서 「e하늘 장사정보 앱」을 다운로드 받는 방법「e하늘 장사정보 앱」 서비스 항목,2012-01-18
1436,[국민 다수가 무의미한 연명치료 중단 찬성대리모 임신에 부정적]일반국민 1 000명을 대상으로 생명나눔 인식도를 조사한 결과(일부 조사는 의사·간호사 등 관련 종사자·관계자 450명 추가 조사)향후 헌혈 의향이 있는 국민은 40.6%장기기증 의향이 있는 국민은 29.2%조혈모세포(골수) 기증 의향이 있는 국민은 14.3%로 나타남대리모 임신은 국민의 85.3%가 부정적으로 생각하며무의미한 연명치료 중단은 72.3%가 찬성하는 것으로 나타남보건복지부(장관 임채민)는 헌혈장기기증대리모연명치료 중단 등 최근의 생명나눔 및 생명윤리 이슈와 관련하여 최초로 실시한 「생명나눔 인식도 조사」결과를 발표하였다.이번 조사는 복지부가 전문조사기관((주)리서치앤리서치)에 의뢰하여 ’11년 3월∼12월간 일반국민 1 000명을 대상으로 개별면접 방식으로 실시(표본오차 95% 신뢰수준 ±3.1%p)하였고일부 항목은 의사·간호사·장기기증코디네이터 등 관련 분야 종사자·관계자 450명을 추가 조사하였다.조사 결과생명나눔 실천 방법으로는 헌혈을 가장 선호했으며장기‧조혈모세포 기증은 헌혈에 비해 참여 의사가 낮은 것으로 나타났다.헌혈의 경우에는 조사대상 국민의 40.6%가장기기증은 29.2%조혈모세포(골수)의 경우에는 14.3%만이 향후 기증의사를 표명했다.이는 2006년 EU 조사결과 사후 장기기증 의향을 표시한 비율이 평균 56%인 것을 감안할 때 아직 낮은 수준이라 할 수 있다.기증 의향이 없는 이유로는 ‘막연한 두려움’(장기 48.2%헌혈 36.4%조혈모세포 52.3%)‘신체 훼손 우려’(장기 36.9%조혈모세포 26.5%) 등의 답변이 많았으며효과적인 기증 활성화 방안으로는 TV광고 등 홍보 강화(헌혈 41.6%장기기증 35.6%)를 최우선으로 뽑았다.[연명치료중단 및 죽음에 대한 인식]무의미한 연명치료 중단에 대해서는 찬성이 72.3%로 나타났다.이를 허용할 수 있는 사유로는 ‘가족의 고통’(69.4%)‘고통만을 주는 치료’(65.8%)‘경제적 부담’(60.2%) 등을 꼽았다.* 중단을 원하는 치료는 인공호흡기 적용(73.9%)기도삽관(59.3%)심폐소생술(48.8%)영양공급(40.9%) 등 (n=723연명치료중지 찬성층)무의미한 연명치료 중지를 반대하는 이유로는 ‘생명은 존엄하므로 인위적으로 사망에 이를 수 없다’(54.5%)가 가장 많았다.* 그 밖에 반대 이유로는 ‘생명은 신이 부여한 것으로 인간의 영역이 아니다’(21.7%)‘남용의 위험’원문보기,2012-01-19
1434,’12.1.18(수)부터 1.31(화)까지 지원 접수 실시보건복지부는 국립목포병원장(책임운영기관장)을 공개모집한다.국립목포병원은 결핵 치료를 전문으로 하는 특수병원으로최종 선발자는 계약직 고위공무원으로 임용된다.※ 국립목포병원 : 전남 목포시 소재296병상응모방법은 응시원서이력서 및 직무수행계획서 등 관련서류를 1월 31일까지 보건복지부 인사과(2023-7058)로 방문 또는 등기우편으로 제출하면 되고응시와 관련한 세부사항은 보건복지부(www.mw.go.kr)행정안전부 나라일터(gojobs.mopas.go.kr) 홈페이지에서 확인할 수 있다.[붙임] 국립목포병원장 채용 공고문,2012-01-19
1432,* 전자담배 액상 유해성 연구 결과 발암물질내분비계 장애물질 등 검출* 복지부전자담배 성분 안전관리 규정 마련할 계획보건복지부(장관 임채민)가 시판중인 전자담배의 유해성 평가를 위한 1차 년도(액체상 평가2011년) 연구용역 결과를 발표하면서일부 전자담배 액상에서 발암물질과 내분비계 장애물질(일명 환경호르몬) 등이 검출되었다고 밝혔다.2004년 중국에서 처음 개발되어 73개 업체(‘10.12월 기준)에 의해 수입 판매되고 있는 전자담배*는 담배 대용품으로 소비자의 관심을 끌고 판매되고 있으나액상에 들어 있는 성분 및 그 유해성에 대한 분석․평가가 부족하였다.전자담배는 본체(배터리)와 기체 변화 장치(분무기) 그리고 니코틴 농축액 등을 담고 있는 교체 용기(카트리지)로 구성되어 있음이에 보건복지부는 1차적으로 2011년 현재 국내 시판중인 13개 판매회사 제품(액상 121개)을 구입하여 그 안에 들어있는 유해물질을 정성적․정량적 분석을 통해 검출해내는 연구용역을 실시하였다.니코틴(nicotine) 함량(농도) 분석 결과품질관리 미흡제품별 니코틴 함량 차이가 크다.조사 대상 121개 액상에 함유되어 있는 니코틴 농도가 1㎖당 0.012 ~ 36.15 ㎎*로 넓게 나타나 제품별 니코틴 함량의 차이가 상당한 것으로 밝혀졌다.* 일반담배(1개피당 니코틴 0.05mg함유 기준) 0.24개피∼723개피제품별 니코틴 함량 표기가 부정확하다.니코틴 함량이 밀리그램(㎎) 단위로만 표기되어 있어액상 용기에 표기된 함량이 1㎖당 니코틴 함량인지 용기 전체에 함유된 양인지 명확하지 않았다.상기 두 가지 모두 고려하여표기된 니코틴 함량을 기준으로 ±30 % 범위내 표기 일치 여부를 측정한 결과121건 중 66건(약 55%)만 일치하는 것으로 나타났다. 표기된 함량보다 미달되거나 심지어 표기된 함량보다 최대 4배까지 높은 것도 있었다.성인기준으로 니코틴 치사량이 40-60 ㎎(0.5 ~1.0 ㎎/㎏)임을 고려할 때니코틴 함량 표기만 믿고 소비자가 전자담배를 다량 흡입할 경우 호흡장애의식상실 등 위험에 처할 수 있다.유해성분 분석 결과발암 물질 등 검출DEP(디에틸프탈레이트)가 82개 제품에서 0.08～2 274.04㎎/ℓ의 농도로DEHP(디에틸핵실프탈레이트)가 15개 제품에서 0.30～99.49㎎/ℓ의 농도로 검출되었다.DEPDEHP는 내분비계 장애물질(일명 환경호르몬)로 남성호르몬의 차단작용(blocking)원문보기,2012-01-19
