,내용,등록일
1189,"“우리 아이의 특성에 맞는 놀이방법을 배워보세요!”- 전국 육아종합지원센터에서 5월부터 영유아 부모교육 신규 프로그램 실시 -보건복지부(장관 박능후)는 영유아 자녀의 특성에 맞는 양육태도와 놀이방법에 대한 부모교육 프로그램을 새롭게 개발해 전국 육아종합지원센터에서 5월부터 제공한다고 밝혔다.신규 부모교육 프로그램은 “발견! 아이 강점키움! 가족 놀이”와 “자녀 놀이에 어떻게 참여하나요?”의 2종류이다.“발견! 아이 강점키움! 가족 놀이” 교육은 부모가 지표(체크리스트)를 통해 영유아 자녀의 기질과 특성을 확인하고자녀의 기질과 특성에 맞는 상호작용과 놀이 방법을 알려주는 교육이다.“자녀 놀이에 어떻게 참여하나요?” 교육은 부모가 어떤 태도로 자녀 놀이에 참여하는지 스스로 점검하고자녀와 애착관계를 형성하고 긍정적 정서를 발달시키는 놀이방법을 제시하는 교육이다.그간 보건복지부는 육아종합지원센터를 통해 영유아 자녀를 둔 부모를 대상으로 부모교육을 운영․지원해 왔으며이번에 프로그램을 개발하며 입문․기본․심화 과정으로 커리큘럼을 단계별로 체계화하였다.입문 과정은 자녀의 자아 존중감을 키우기 위한 대화법과 칭찬법 등 긍정적 소통방법을 알려주는 ‘클로버 부모교육’이 진행된다.기본 과정은 아이를 키우며 겪게 되는 어려움과 해결방안에 관한 사례를 통해 올바른 훈육방법을 제시하고가정 내 아동학대 예방을 위한 교육과 육아정보를 제공하는 프로그램으로 구성된다.심화 과정은 이번에 개발된 2종의 프로그램을 포함자녀의 연령․특성에 맞는 놀이환경과 놀이방법을 제시하는 프로그램을 제공한다.제목 - 제목제목으로 구성과정과목내 용(교육 횟수)입문과정① 클로버 부모교육- 나  아이  가족  이웃을 주제로 각 주제별 2회기 부모대상 교육 진행(총 8회기)- 아이와의 바람직한 대화법  성격검사 및 나의 가치 찾기  긍정적 가족 소통법  아이와 함께하는 부모-자녀 체험활동(32개 활동) 등기본과정② 존중 받는 아이함께 크는 부모- 사례별(20개)&원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2018-05-02
1187,아동복지시설에서 보호받는 아동의 자립대학과 정부가 함께 돕는다!- 보건복지부강원도립대학교 등 8개 대학과 협약식 체결 -- 보호 대상 아동 우선 입학 기회 부여 및 장학금·기숙사·취업 지원 -보건복지부(장관 박능후)는 보호대상 아동의 안정적 사회 진출을 돕기 위해 5월 3일(목) 14시서울 롯데호텔*에서 전국 8개 국·공립 전문대학과 업무 협약을 체결한다고 밝혔다.* 서울특별시 중구 을지로 30 롯데호텔 서울이번 협약에는 한국복지대학교와 강원도립대학교경남도립거창대학경남도립남해대학경북도립대학교전남도립대학교충남도립대학교충북도립대학이 참여한다.고등학교 졸업 후 사회에 홀로서기를 준비하는 아동복지시설 등 보호아동들은 올해부터 장학금 지원 및 기숙사 우선 배정졸업 후 취업 우선 지원 등 자립에 필요한 지원을 받을 수 있게 된다.지원 대상은 부모의 실질적인 보호를 받지 못하고 아동양육시설 및 공동생활가정·가정위탁 등으로 보호를 받고 있는 아동들이다.협약에 참여한 각 대학들은 근로·가계 장학금 지원기숙사 제공입학부터 대학생활·취업 및 취업 후 사후관리 까지 종합적·체계적 관리를 통해 아동들이 보다 안정된 여건에서 자립을 준비할 수 있도록 지원할 예정이다.또한 향후 지원대상이 되는 아동들에게 정원 내·외 전형 마련 등을 통한 우선 입학 기회를 확대해 나갈 예정이다.참고로아동복지시설 등 보호 아동은 2만 8 000명이며이 중 지원 대상이 되는 대학 입학 연령 아동은 매년 약 2 700명 정도이다.그동안 시설 등 보호 아동은 일반 아동에 비해 대학 진학률*이 낮고대학에 진학하더라도 학비 마련 등을 위한 아르바이트 등으로 학업에 집중하기 힘들어 취업이나 자립 시 어려움을 겪고 있었다.* ’16 기준 대학 진학률 : 아동양육시설 아동 26.7%일반아동 70.7%(추정)이번 협약을 통해 보호대상 아동들은 보다 안정된 여건 속에서 학업에 매진할 수 있게 됨으로써 아동이 조기에 자립하는데 도움이 될 수 있을 것으로 기대된다.보건복지부 박능후 장관은 “이번 협약을 계기로 보호대상 아동들에 대한 우리 사회의 따뜻한 관심과 상호 협력에 대한 공감대가 더욱 확산되기를 기대한다”고 전했다.또한 “이번 협약이 성공적으로 추진되어 타 민관 협력 사업의 모범 사례가 될 수 있도록 복지부 차원에서 필요한 지원을 아끼지 않겠다“고 밝혔다.※ 업무협약 관련 사진자료는 5.3.(목) 17:00까지 제공 예정,2018-05-02
1179,‘학대 위험에 노출된 발달장애인 찾는다’- 5월 한 달간 전국 읍·면·동에서 조사학대 피해 장애인에 관심과 신고 당부 -보건복지부(장관 박능후)는 전국 곳곳에서 노동력 착취 등 학대에 노출된 발달장애인을 찾기 위해 5월 3일부터 장애인 학대 피해실태조사를 실시한다.이번 조사는 5월 25일까지 전국 읍·면·동에서 직접 현장조사로 이루어진다.조사대상은 ①18세 이상 70세 이하 지적장애인자폐성장애인 중 ②단독가구나 한부모 가구또는 부모와 함께 거주하더라도 부 또는 모가 지적장애인·정신장애인·언어장애인으로③기초생활수급자 또는 차상위 계층에 해당하는 학대 고위험 1만 명을 사회보장정보시스템으로 추출하여 지방자치단체에 통보하였다.<장애인 학대 유형> 5개 유형으로 분류장애인 학대 유형 - 신체적 학대정서적 학대성적 학대경제적 착취유기·방임으로 구성신체적 학대정서적 학대성적 학대경제적 착취유기·방임신체적 폭력이나 가혹행위언어적·비언어적 방식으로 참기 어려운 정신적 고통을 주는 행위성희롱강제추행강간성매매 등 성적 폭력이나 가혹행위재산을 빼앗거나 채무를 발생시키고노동력 착취 등 방법으로 경제적 손해를 입히는 행위보호감독의 의무가 있는 사람*이 장애인을 버리거나 기본적인 보호 및 치료를 소홀히 하는 행위* 친권자후견인가족고용주 등 사실상 장애인을 보호·감독하는 사람 등2018년 1~4월까지 전국 18개소의 장애인권익옹호기관에서 확인한 주요 장애인 학대 사례는 12건(붙임1)으로 현장 조사를 통해 피해 장애인을 즉시 분리하여 피해자쉼터 등에 보호하였다.가해자는 기초수급비 횡령혐의로 경찰에 수사 의뢰하거나 임금 체불 혐의로 지방노동청에 고발한 바 있다.한편보건복지부는 실태조사 대상자 명단 외에도 통·반장이장 등과 협력하여 추가 조사대상을 발굴하여 조사하도록 지자체에 요청한다.또한장애인시설로 신고하지 않고 ‘ㅇㅇ공동체’등의 형태로 주택 등에서 여러 명의 장애인을 돌보고 있는 미신고시설도 함께 조사하도록 할 계획이다.장애인 학대 및 장애인 대상 성 범죄를 알게 되면 누구든지 지역장애인권익옹호기관(붙임3 참고)에 신고(☎1644-8295)할 수 있다.보건복지부는 사회복지전담공무원·의료종사자(의사간호사의원문보기,2018-05-03
1180,날아다니는 응급실“닥터헬기”경기도에 뜬다!- 응급환자 수요가 많고 교통체증이 심한 경기 지역 응급환자의 골든타임 내 신속한 이송 기대 -보건복지부(장관 박능후)는 일곱 번째 응급의료 전용헬기*(이하 “닥터헬기”) 배치 지역으로 경기도(배치병원: 아주대학교병원)가 선정되었다고 밝혔다.* 응급의료법 제46조의3제1항에 근거하여 응급의료 취약지역 응급환자의 신속한 항공이송과 응급처치 등을 위해 운용되는 전담 헬기닥터헬기는 특정 의료기관에 배치되어 요청 즉시 의료진이 탑승하여 출동하는 헬기로서응급환자 치료 및 이송 전용으로 사용되어 ‘날아다니는 응급실’이라고도 불린다.2011년 9월2대의 닥터헬기 운항을 시작으로 2013년 2대2016년2대가 추가로 운항 개시하였으며누적 환자 6 000명 이상을 이송하는 등 응급환자의 생존율을 높이기 위해 활약하고 있다.< 기존 닥터헬기 배치 현황 >기존 닥터헬기 배치 현황 - 배치 지역배치 병원운항 개시기종으로 구성배치 지역배치 병원운항 개시기종인천광역시가천대길병원2011. 9.AW-169 (중형)전라남도목포한국병원강원도원주세브란스기독병원2013. 7.AW-109 (소형)경상북도안동병원충청남도단국대학교병원2016. 1.전라북도원광대학교병원2016. 6.경기도는 헬기 이송 수요가 많고기존 닥터헬기와 달리 주·야간 상시 운항 및 소방과의 적극적인 협업모델을 제시하여 일곱 번째 닥터헬기 배치 지역으로 선정되었다.경기도는 우리나라 인구의 약 25%가 거주하여 응급실 이용자 수가 가장 많은 시·도이며교통체증 등으로 신속한 육로 이송이 제한됨에 따라 헬기 이송의 필요성이 꾸준히 제기되어 왔다.또한2011년부터 아주대학교병원 외상전문팀과 소방 간의 협조체계를 구축하여 응급환자를 소방헬기로 이송하고 있는 경험을 바탕으로새로 배치될 닥터헬기에 소방 구조·구급대원을원문보기,2018-05-03
1183,주의 깊게 살피면생명을 살릴 수 있습니다- 보건복지부심리부검(psychological autopsy) 결과 발표 -- 보건복지부·경찰청 협력으로 자살유가족에게 지원 안내 강화 -보건복지부(장관 박능후)는 중앙심리부검센터(센터장 전홍진정신과 전문의)를 통해 실시한 심리부검 분석 결과를 발표하였다.심리부검이란 자살사망자의 유가족 진술과 기록을 통해 사망자의 심리행동 양상 및 변화를 확인하여 자살의 구체적인 원인을 검증하는 체계적인 조사 방법이다.이번에 발표된 결과는 2015년부터 2017년도까지 3년 간 중앙심리부검센터로 신청·의뢰된 자살사망자 289명 사례를 분석한 것으로주요 결과는 다음과 같다.<자살 사망자 관련 분석 >자살사망자 대부분(92.0%)은 사망 전 언어·행동·정서상태(죽고싶다주변정리우울·불안 등)의 변화를 통해 자살징후를 드러내는 경고신호*를 보내는 것으로 나타났다.* 경고신호(Warning Signal) : 자살사망자가 자살에 대해 생각하고 있거나 자살할 의도가 있음을 드러내는 징후로 언어·행동·정서적 측면의 변화로 표현<자살사망자가 자살 전에 보인 경고신호(복수응답)> : 붙임 참조그러나 자살 유가족의 21.4%만이 고인의 사망 전에 경고신호를 인지한 것으로 나타났다.고인의 사망 전에 자살 경고신호를 인지한 유가족들도 어떻게 대응할지 몰라 자살의사를 확인하거나 전문가에게 연계하는 등 적절하게 대처한 경우는 많지 않은 것으로 보인다.<자살 유족의 자살 경고신호 조치 유형(복수응답)> : 붙임 참조특히 자살사망자 상당수는 약물·알코올 등 자극을 추구*하거나(36.0%)자해(12.8%) 또는 자살시도(35.6%)를 한 적이 있는 것으로 나타났다.* 약물이나 알코올 남용충동구매무분별한 성행위과속운전 등 충동적이며 자기통제가 부족한 행동을 의미삶의 과정에서 발생한 경제문제가족·대인관계 스트레스가 자살에 영향을 미쳤던 것으로 보인다.자살사망자의 스트레스 요인은 △정신건강 문제(87.5%) △가족관계(64.0%) △경제적 문제(60.9%) △직업관련 문제(53.6%) 순으로 나타났다.(복수응답)정신건강 문제와 관련하여서는 자살사망자 중 수면문제(62.3%)체중증가 및 감소(42.6%)폭식 또는 식욕감소 문제(39.8%)를 경험하는 경우가 많은 것으로 나타났다.자살사망자의 경제적 문제는 △부채(71.0%)△수입감소(32.4%) 가 주요 유형으로 나타났다.(복수응답)부채발생 사유는 생활비 충당(24.8%)주택구입(21.6%)사업자금 마련(20.8%) 순으로 나타났다(복수응답).자살 경고신호와 자살에 영향을 미치는 주요 스트레스 요인자살경고 신호 등은 연령대별로 다른 양상을 보였다.【청년기(19세~34세)】△연애관계 스트레스·학업 스트레스△성인기 이전 부정적 사건을 경험한 비율(51.3%)이 타 연령대에 비해 높았다.* 아동기 부정적 사건이 아동의 뇌 발달에 영향을 미치고 자살에 기여한다는 기존 연구(Martin HTeicher et al.2014Childhood maltreatment 등)와 일치【중년기(35세~49세)】△직업관련(59원문보기,2018-05-03
1184,"장애등급제 폐지 시행을 위한 범정부적 협력 강화한다.- 「장애등급제 폐지 시행준비단」 제1차 회의 개최 -보건복지부(장관 박능후)는 국정과제인 장애등급제 폐지의 차질없이 시행하기 위해 20개 부처가 참여·협력하는 “장애등급제 폐지 시행준비단”을 구성하여 5월 3일(목) 제1차 회의를 개최한다.* 장애등급제 폐지 시행준비단 구성 : 보건복지부 사회복지정책실장(단장)20개 부처 소관국장(국무조정실보건복지부기획재정부교육부과학기술정보통신부통일부법무부행정안전부문화체육관광부산업통상자원부환경부고용노동부여성가족부국토교통부중소벤처기업부국가보훈처인사혁신처경찰청병무청산림청)이는 지난 3월 5일 장애인정책조정위원회에서 장애등급제 폐지 추진방향을 보고한 이후국무총리가 장애인의 오랜 염원인 장애등급제 폐지 시행을 위해 관계부처가 긴밀한 협조체계를 구축할 것을 주문한 데 따른 후속 조치이다.1988년에 도입된 등급제는 30년 동안 장애인서비스의 기준이 되어 오면서 장애인 복지정책이 단계적으로 도입·확대되는 데 기여해 왔다.그러나 다양한 목적의 서비스가 도입되고 장애인 개인의 욕구와 환경도 다양하게 변화함에도 불구하고의학적인 판정에 의한 장애등급에 따라 서비스가 제공되는 것에 대한 비판이 있어왔다.이에 정부는 장애인의 권리보장과 지역사회 자립생활 지원을 위해 장애등급제 폐지를 국정과제로 발표하고장애인복지법을 개정하여 2019년 7월 1일부터 등급제가 폐지되는 법적근거를 마련하였다.그리고 장애인단체관계전문가복지부가 참여하는 ‘장애등급제 폐지 민관협의체’를 구성하여서비스 기준 등 세부추진방안을 심도 깊게 논의해 나가고 있다.* 보건복지부장관 광화문농성장 방문(’17.8.25) 이후 협의체 구성 및 8차 회의 개최정부는 장애등급을 폐지하는 대신 장애인 개인의 욕구·환경 등을 종합적으로 고려하여 서비스를 지원·연계할 수 있는 ‘서비스 지원 종합조사’를 단계적으로 확대해 나갈 계획이다.2019년 7월에 장애인활동지원 등 돌봄 분야에 우선 도입한 이후이동지원(’20년)소득·고용지원(’22년) 분야로 단계적으로 확대한다.< 서비스 지원 종합조사 단계적 확대 계획 > : 붙임 참조한편각종 감면·할인 서비스에 대해서는 중증장애인 우대를 위해 장애정도(현행 1~3급/4~6급)을 우선적 기준으로 활용하고* 건강보험료 경감철도요금 할인질서위반행위자 과태료 경감 등의학적 심사가 필요한 서비스는 현행수준의 기준을 유지하는 별도의 기준을 마련할 계획이다.* 중증장애인 병역면제점자형 선거공보 제공국가공무원 선발시험 편의제공 등시행준비단 1차 회의에서는 2019년 7월부터 장애등급제가 폐지됨에 따라현재 장애등급을 활용하고 있는 79개 서비스의 기준 개편방안에 대해 논의한다.이 때 가장 중요한 원칙으로서비스 목적에 부합하는 장애인이 지원받을 수 있도록 합리적인 지원기준을 마련한다.또한장애인이 지역사회에서 안정적으로 생활할 수 있도록 기존 서비스 혜택을 최대한 유지할 수 있도록 할 계획이다.시행준비단은 이번 1차 회의를 시작으로 격월로 개최하여서비스 기준 개편예산 반영법령 개정정보시스템 개발 등 부처에서 추진해야 할 사항들을 논의하고 지원할 계획이다.원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2018-05-03
1173,“마음 따스한 어버이날! 홀로 사는 어르신과 함께하는 孝사랑 큰잔치”- 보건복지부와 기업단체가 함께하는 2018년 ‘어버이날 孝사랑 큰잔치’ 개최 및‘제 12차 독거노인사랑잇기사업’ 업무협약 체결 -[사례 1] “추억이 담긴 남산”경기도에 살고 계신 이○○ 어르신(77여)은 7년 전 대장암 수술 후 가벼운 외출도 어려워 우울한 나날을 보내셨습니다. 다행히 1년 전부터 조금씩 운동도 하고 기력도 찾게 되어 보건복지부에서 개최하는 「효사랑 큰잔치」와 「서울나들이」초대소식을 전할 수 있게 되었습니다. 이○○ 어르신은 오랜만에 나서는 나들이라며 기쁘다고 말씀하셨습니다.남산은 30여 년 전 사별한 남편과의 추억이 담긴 곳이라며잠시 눈시울을 붉히시고 생활관리사의 손을 꼭 잡으시며 “정말 고마워요 선생님정말 고마워!”라며 아련한 추억과 마주한 벅찬 마음을 다독이셨습니다.[사례 2] “오랜만에 느끼는 소중한 가족의 정”경기도에 살고계신 박○○ 어르신(72여)은 자녀가 있지만 오래전 헤어져 지금까지 홀로 살고 계십니다. 외로움과 건강약화로 무기력해진 어르신께 보건복지부에서 어버이날을 맞아「효사랑 큰잔치」와 「서울나들이」에 초대해주셨다고 전하자 “어버이날은 더 쓸쓸했는데...”라고 말씀하시며 기쁨의 미소를 지으셨습니다. 자식도 못 챙겨주는 어버이날을 나라에서 챙겨준다며 “미안하고 고마워...”라고 연신 말씀하시는 박○○ 어르신. 어르신께도 이제 어버이날은 소중한 추억이 담긴 마음 따스한 날로 새롭게 추억될 것입니다.보건복지부(장관 박능후)는 5월 8일(화) 제46회 어버이날을 맞아 오후 12시부터 세종문화회관 세종홀에서 ‘정부‧기업‧단체가 함께하는 2018년 어버이날 孝사랑 큰잔치’를 개최한다.이번 행사는 가족과 단절되고 사회적으로 소외된 어르신(180명)을 초대하여 자녀를 대신해 카네이션을 달아드리고 따뜻한 식사를 대접하기 위해 마련되었다.특히 어르신 중에 올해 칠순팔순을 맞이한 어르신과 5월에 생신인 어르신께는 생신 케이크 등 생신 상차림을 대접한다.또한 보건복지부는 SK하이닉스서울대학교 치과병원 등 7개 기업·단체와 ‘제 12차 독거노인사랑잇기사업 업무협약’을 체결한다.독거노인사랑잇기사업은 민간기업·단체 등이 복지부와 협약을 통해 독거노인과 결연을 맺고 안부확인자원봉사후원물품 등을 지원하는 사업이다.작년에는 총 111개 기업·단체가 참여하여 약 115억 원 상당의 후원금품을 지원하였고올해는 7개 기관이 새로 참여하여총 118개 기업 및 단체가 참여하게 되었다.7개 기관 중 한국우편사업진흥원 및 대한한의사협회는 홀로 사는 어르신들에게 안부전화 및 건강상담 등을 해드리는 ‘사랑잇는전화’에 참여하기로 하였다.서울대학교치과병원㈜한독㈜우리카드㈜비어케이는 찾아가는 이동진료 및 어르신들이 필요로 하는 물품을 전달하는 등 어르신 댁을 방문하여 정을 나누고 보살피는 ‘마음잇는봉사’에 참여한다.SK하이닉스는 정보통신기술(ICT)을 활용하여 외롭게 지내시는 어르신들에게 즐거움을 제공하고위급상황에 대비하여 독거노인 안전사고 예방 시스템을 마련하기로 하였다.* 인공지능(AI) 스피커를 통한 노래재생 등 외로움 해소스마트 스위치 사용기록을 활용한 안전관리 등더불어 오늘 행사에서는 ‘독거노인을 위한 어버이날 맞이 후원 전달식’도 함께 열린다.‘어원문보기,2018-05-07
1172,보건복지부「2018년 재난대응 안전한국훈련」실시- 혈액수급 위기대응불시 화재 및 지진 대피비상소집 훈련 등 -보건복지부(장관 박능후)는 5. 8.(화)부터 5. 18.(금)까지 2주간 「2018년 재난대응 안전한국훈련」을 실시한다고 밝혔다.범정부차원에서 매년 실시하는 안전한국훈련(행정안전부 주관)은 각 부처 소관 업무 분야에서 발생할 수 있는 재난에 대비하는 훈련으로올해에는 2주간(시범훈련 1주본훈련 1주) 확대 실시한다.복지부는 올해 중점훈련으로 국민의 생명유지에 밀접한 혈액수급의 위기 상황을 설정하여 재난대응 훈련을 실시한다.이번 안전한국훈련은 예정되지 않은 불시 재난에 즉각 대응할 수 있는 역량을 강화하기 위해 불시 재난대응 훈련을 시범 실시한다.먼저 훈련 1주차인 5.9.(수)에는 복지부 전 직원을 대상으로 불시 화재 대피훈련을 실시한다.훈련 시간을 사전에 공지하지 않고 불시에 화재 상황을 설정하여 전 직원이 대피하는 훈련으로복지부 자체 자위소방대원이 화재 초기진압 및 응급구조 등의 임무를 수행한다.훈련 2주차인 5.15.(화)~5.17.(목) 중에는 복지부 및 소속·산하기관 직원을 대상으로 불시 비상소집 훈련을 실시하여 재난 관련 부서 직원의 재난대응 역량을 점검한다.5.16.(수)에는 국민 스스로 지진에 대처하는 역량 향상을 위한 국민 참여형 지진 대피훈련도 함께 실시한다.또한 5.17.(목) 혈액수급 위기대응 훈련에서는 지진으로 인한 대규모 환자발생혈액수요 급증 상황을 설정하여 헌혈자 홍보 및 유치긴급 채혈반 운영혈액 긴급 운송 등의 내용으로 중점훈련을 실시한다.특히 박능후 보건복지부 장관이 직접 훈련에 참여하여 유관기관과의 협업체계 구축중앙비상혈액공급대책본부 운영 등 재난 발생시 혈액수급 대응 체계 전반을 집중 점검한다.아울러훈련 기간 중 복지부 소속(24개)·산하기관(22개)에서도 감염병 대응훈련지진 및 화재 대피훈련 등 기관의 특성에 맞게 자체훈련을 실시한다.보건복지부 최태붕 비상안전기획관은 “최근 경주·포항 지진제천·밀양 화재 사고 등 재난에 대비한 실전 훈련의 중요성이 더욱 커진 만큼이번 안전한국훈련을 통해 보건복지 분야의 재난 대응체계를 점검하고 유관기관 간 협업 체계를 강화하여 위기관리 역량을 한 단계 끌어올리고자 한다”고 말했다.복지부는 이번 훈련과정에서 드러나는 문제점을 적극 발굴하여 향후 대응체계 개선 및 재난대응 매뉴얼에 적극 반영 할 계획이다.<붙임>2018년 재난대응 안전한국훈련 개요(중점훈련) 혈액수급 위기대응 훈련 개요소속·산하기관 안전한국훈련 실시 현황,2018-05-07
1176,‘출생부터 노후까지’내 삶에 필요한 복지한권에 담았다!- 복지안내서 <희망사다리 2018 - 나에게 힘이 되는 복지서비스> 발간배포 -- 일자리출산·육아의료노후 등 상황별 복지 정보 총망라 -보건복지부(장관 박능후)와 문화체육관광부(장관 도종환)는 여러 부처에 흩어져 있는 복지서비스를 국민이 쉽고 편리하게 알 수 있도록 안내하는 ｢희망사다리 2018 - 나에게 힘이 되는 복지서비스｣를 공동으로 발간하였다.23개 중앙행정기관에서 실시하고 있는 400여개 복지서비스가 총망라된 이 책에는 국민이 스스로가 처한 상황에 따라 적합한 복지서비스를 쉽게 찾을 수 있도록 위험별·대상별·상황별 복지 서비스와 유용한 생활 정보가 상세히 수록되어 있다.< 내게 맞는 복지서비스 찾기(예시) >생활에 어려움을 겪고 계신가요? → 맞춤형 기초생활보장제도(p.18)긴급복지 지원제도(p.22)통합사례관리사업(p.24)근로자 생활안정자금 대부(p.48)일자리를 찾고 계신가요? → 실업급여(p.60)취업성공패키지(p.61)여성 경제활동 촉진 지원사업(p.70)시니어 기술창업지원(p.75)청년취업아카데미(p.78)임신·보육·교육 지원이 필요할때 → 난임부부 시술비 지원(p.84)임신·출산 진료비 지원(p.88)육아휴직 급여 지원(p.94)아동수당(p.101)건강에 문제가 있어 도움이 필요하신가요? → 재난적 의료비 지원(p.155)암환자 의료비 지원(p.162)노인장기요양보험제도(p.169)올해는 그동안 보건복지부와 문화체육관광부가 각각 발간했던 복지안내서 2종을부처 간 협업을 통해 통합하여 한권으로 발간하면서 정보량을 확대하고 발행 부수를 늘려 이용 편의성을 높였다.* <나에게 힘이 되는 복지서비스>(복지부) + <희망사다리>(문체부)를 통합 발간 자료취합·원고작성·인쇄(복지부) / 자료 편집·디자인·홍보·인쇄(문체부)이용 편의를 위해 ‘지원절차 및 가나다순 색인’도 수록하였으며본 책 외에 휴대가 간편한 ‘주요사업50 소책자’큰 글자로 인쇄된 ‘노령층 맞춤형 가이드북’대상별(아동․여성청년노령층장애인) 전자책(e-book) 및 QR코드(시각장애인용 음성지원 포함)* 등이 별도로 제작된다.* 보조공학기를 이용 시각장애인에게 읽어주는 전자책 형태의 자료(텍스트데이지) 지원 예정｢2018 나에게 힘이 되는 복지서비스｣는 국민이 쉽게 찾을 수 있도록 주민센터 및 지역자활센터고용센터국민연금․건강보험공단 등 공공기관사회복지시설 등 1만 4000여 곳에 배포된다.아울러사회보장위원회(http://www.ssc.go.kr) 및 보건복지부(http://www.mohw.go.kr)복지로(http://www.bokjiro.go.kr)위클리 공감(http://gonggam.korea.kr)정책브리핑(http://www.korea.kr)사회보장정보원(http://www.ssis.or.kr) 등 공공기관 누리집 등에도 게시한다.,2018-05-07
1171,"경찰 변사사건 조사기록을 활용하여 지역별 자살문제 해결의 열쇠 찾는다- 경찰청·보건복지부변사자료를 활용한 5년간 자살사망자 전수조사 착수 -보건복지부(장관 박능후)와 경찰청(청장 이철성)은 경찰 변사자료*를 활용하여 지난 5년간(’13년~’17년) 발생한 자살사망자 7만 명에 대한 전수조사에 본격 착수하였다고 밝혔다.* 변사자료란 경찰 등이 사고에 의해 사망사건 발생시 사망원인에 대해 조사한 기록“자살사망자 전수조사”는 지난 1월 23일 국무회에서 확정된 「자살예방 국가 행동계획」에 따라 추진되는 것이다.전수조사는 중앙심리부검센터(센터장 전홍진) 소속의 전문 조사요원*이 경찰관서(254개)를 방문하여 자살사망자에 대한 경찰 변사사건 조사기록을 확인하고 자살원인 파악에 필요한 정보를 수집한다.* 정신건강전문요원 또는 관련학과 졸업자 총 30명 투입수집한 정보를 분석하여 자살의 추정 원인 및 특성 등 효과적인 자살예방사업 추진을 위한 과학적 근거를 마련하게 되는 것이다.이번 조사는 기존의 자살률 통계와 자살사망자 심리부검 조사를 보완하는 것으로 지역별 자살특성을 포괄적으로 파악할 수 있게 된다.“전수조사”는 기존의 자살통계 자료만으로는 파악하기 어려웠던 마을단위(읍면동) 자살특성관내·외 거주 여부정확한 사망 장소·빈발지점 등의 정보를 수집할 수 있다.또한 자살유가족의 신청·진술에 의존하는 심리부검 조사와 달리 다양한 사람의 진술에 의한 보다 객관적인 정보를 단시간 내에 비용효율적인 방법으로 확보할 수 있다는 장점이 있다.< 자살통계 및 원인분석 방법의 특성 비교 >자살통계 및 원인분석 방법의 특성 비교 - 구분기존의 자살통계심리부검변사자료 기반 자살자 전수조사로 구성구분기존의 자살통계(통계청 경찰청)심리부검변사자료 기반 자살자 전수조사기초자료사망신고 +경찰형사사법정보* 매년 자살자 전수심리부검을 신청한유가족 면담결과* 매년 100여명 내외경찰 변사자료* 5년간 자살자 전수지역단위시도/시군구 단위유가족 신청에 따라 진행하는 것으로지역별 통계 대표성원문보기목록으로페이지 만족도 조사만족도 평가이 페이지에서 제공하는 정보에 얼마나 만족하십니까?매우만족만족보통불만족매우불만족등록정부24 개선의견일반적이고 원론적인 의견, 단순건의 사항이 아닌 정부24에서 제공하는개별서비스에 관한 창의적이고 구체적인 제도개선에 대해 의견을 주시는 국민 소통 창구입니다.의견을 주시면 소관 부처와 연계 개선해 나가겠습니다.국민 신문고법령, 제도, 절차 등 행정업무에 관한 질의 또는 설명이나 해석의 요구는 국민신문고를 이용해 ",2018-05-08
