,내용,등록일
682,국민연금공단(이사장 전광우)은 나날이 증가하는 외국인 가입자를 위하여 내국인과 마찬가지로 편리하게 국민연금 서비스를 이용할 수 있도록 31일 한국외환은행과 휴일상담 업무협약(MOU)을 맺었다고 밝혔다.이번 업무협약으로 공단은 한국외환은행의 외국인 전략점포(전국 43개소) 및 외국인 행사장에 국민연금 상담 부스를 공동 설치하여 휴일에 은행을 방문하는 외국인에게 가입내역과 지급받을 수 있는 연금 혜택반환 신청방법 등 국민연금 관련 상담을 제공할 계획이다.* 외국인 가입자 수 : 165 640명(2010년 2월말 현재)* 외국인 반환일시금 지급현황 : 4 149억원 / 182 389명(2009년 12월 현재)외국인 고용허가제 및 방문취업제도에 따라 우리나라에서 근로하는 외국인 중 연수취업(E-8)비전문취업(E-9)방문취업(H2) 등의 국내 체류자격을 갖춘 동남아시아 출신 송출근로자 약 12만 명은 우리나라를 떠나 본국으로 돌아갈 때 국민연금 반환일시금을 지급받을 수 있다.공단은 현재 국제업무센터와 서울 혜화동․광희동․가리봉동 및 안산의정부 등 외국인 근로자가 많은 지역의 지사를 중심으로 휴일에 외국인 연금 상담 서비스를 제공하고 있다.공단은 금번 외환은행과 함께 하는 휴일상담을 통해 많은 외국인 가입자들이 한층 더 편리하게 국민연금을 이용하게 될 것으로 기대했다.<외국인대상 국민연금 설명회 현황>* 국제업무센터 : 수도권 지역에서 월2회 이상 실시(2009년 19회)* 의정부지사 : 매월 마지막주 일요일 의정부외국인지원센터에서 실시* 기타 지사 : 지역별 외국인 행사장 등에서 실시(비정기적)한편공단은 외국인 가입자를 위하여 전담조직인 국제업무센터와 인천공항사무소를 지난 2009년부터 신설하여 운영 중이며전국 각 지사에 외국인 전담직원을 배치하여 상담에 임하고 있다.특히언어 문제로 국민연금 상담이 어려운 외국인 가입자들은 공단과 한국외국인근로자지원센터 외국인상담원 간의 3자 통화를 연결한 동시통역 서비스로 국적에 맞추어 국민연금 상담을 받을 수 있다.* 한국외국인근로자지원센터 동시통역서비스: 한국어몽골어베트남어중국어인도네시아어태국어필리핀어영어스리랑카어러시아우즈벡어인도파키스탄어캄보디아어네팔어미얀마어방글라데시어 등 17개국 언어 지원,2010-04-01
681,보건복지부(장관 전재희)는 해외환자유치 활성화 지원 사업의 일환으로지역별로 특성화된 핵심역량 구축과 차별화된 국제 경쟁력 제고를 위해 지자체 특성화 사업을 지원키로 하였다.지원 지자체는 부산(서면메디컬스트리트)대구(모발이식센터)서울강남(강남뷰티허브)전남(관절치료)전북(첨단로봇도시)으로서총 46억원의 국고를 지원할 예정이라고 밝혔다.시도명핵심기술사업명국고지원액시도명핵심기술사업명국고지원액(단위 : 억원)비고1부산성형/피부글로벌 뷰티메디컬 스트리트 조성을 통한 동북아 의료관광 허브 조성152대구모발이식(피부)대구 모발이식 전용센터구축153서울강남성형/피부강남 성형·피부 뷰티 허브 육성 사업54전남관절첨단 관절치료기술 세계화사업원문보기,2010-04-01
680,보건복지부(장관 전재희)는 범부처적으로 제약산업 경쟁력강화방안을 모색하고제약업계와의 소통의 장을 개선하고자 4월 1일(목) 10시 보건복지부 대회의실에서 제약산업 발전협의체 첫 회의를 개최한다고 밝혔다.협의체는 보건복지부 유영학 차관을 위원장으로제약업계 CEO기획재정부지식경제부공정거래위원회보건복지부식품의약품안전청 등 정부부처 국장급들로 구성된다.회의에서는 지난 2월 5일 기획재정부 등이 참여범부처적으로 공동발표한 “제약산업 경쟁력 강화방안”의 그간 추진사항을 점검하고 향후 계획 등에 대해 의견을 조율한다.또한제약업계 CEO들이 현장에서 느끼는 애로사항건의사항 등을 수렴하여 향후 협의체 활동 방향과 주요 정책의제 등을 결정할 계획이다.아울러 보건복지부는 논의내용이 속도감 있게 추진될 수 있도록 협의체 산하에 보건복지부 보건의료정책실장을 위원장으로 하고 정부부처 과장급으로 구성된 실무협의체를 두어 수시로 정책의제에 대한 해결방안을 조속히 마련해나갈 계획이라고 밝혔다.,2010-04-01
679,질병관리본부(본부장: 이종구)는 2010년 4월 1일 9시 30분 그랜드힐튼호텔에서 “제6회 의료관련감염 및 약제내성 심포지엄”을 개최한다.심포지엄에서 질병관리본부는 수술부위감염 감시체계 참여 대상을 2007년 7개 종합병원(400병상 이상)에서 2010년 40개로 확대하고그 대상 수술 종류도 2007년 2가지(인공관절치환술위수술)에 7가지(고관절치환술슬관절치환술개두술뇌실단락술자궁적출술심장수술대장수술직장수술)를 추가하여 2010년부터는 총 9가지 수술에 대해서 감시체계를 운영한다는 내용을 보고한다.본부는 수술부위감염 감시체계와 관련해서 2009년까지는 감시체계 참여 의료기관의 수와 수술 건수가 적고각 기관에 내원하는 환자들의 중증도가 다양하여 정확한 연도별 추이 분석이 이루어지지 못했지만2010년도부터는 40개 정도의 의료기관이 참여함으로써 합리적인 추이 분석이 가능하다고 밝혔다.다만그 동안 운영된 수술부위감염 감시 결과수술별 100건당 의료관련감염발생율은 뇌실 단락술(5.96)직장수술(5.83)위수술(4.25)개두술(3.68)대장수술(3.37) 순으로 높게 나타났다고 밝혔다.수술부위감염의 위험인자로는위수술의 경우 당뇨병이 동반되어 있거나 다른 부위와 동시 수술재수술수혈을 받은 경우 등으로 조사되었다.질병관리본부는 향후 지속적으로 수술부위 감시대상 참여병원을 확대하고감시결과를 공개하며2010년 하반기 중 수술실 의료관련감염 예방수칙을 제정하여 보급하는 등 지속적으로 의료관련 감염 예방관리를 위해서 노력 중이라고 밝혔다.,2010-04-01
678,국민건강보험공단(이사장 정형근이하 ‘공단’)에서는 어려운 여건 속에서 노인장기요양제도를 위해 열심히 일하고 있는 장기요양기관 종사자를 위해 요양보호사 취업지원격려행사 실시동영상 배포 등 다양한 지원을 실시하고 있다고 밝혔다.공단 통계에 따르면 노인장기요양제도 실시 전(’07년 12월) 2 522개소에 불과하던 장기요양기관이 ‘09년 12월말 기준으로 전국에 14 560개소(입소 2 629개소재가 11 931개소)로 늘어나면서 종사하고 있는 인력도 요양보호사가 17만명에 이르는 등 총 20만명을 넘어섰다제도시행전제도시행후 증가인력구 분제도시행전(’07.12.)제도시행후(’09.12.)증가 인력장기요양기관2 522개소14 560개소12 038개소 ↑관 련 인 력23 535명206 993명183 458명↑요양보호사 종사인력17 054명175 441명158 387명 ↑장기요양기관 기타종사자6 481명31 552명25 071명 ↑특히현장 서비스 인력의 대부분(종사자 인력의 85%)을 차지하고 있는 요양보호사의 경우 90% 이상이 여성인데다 이 중 78%가 40대 이상이고이들 대부분이 규모가 작은 장기요양기관에 종사하고 있는 등 근로환경마저 취약한 상태에 놓여 있는 경우가 많아서비스 현장에서 일어나는 애로사항을 가족처럼 들어주고 응원해줄 지원군을 절실히 필요로 하고 있다.공단에서는 이렇게 어려운 여건 속에서 일하는 종사자들을 위하여 제도시행(’08년 7월) 시기부터 지금까지 취업을 원하는 요양보호사 등에게 취업지원 및 전국적인 요양보호사 격려행사를 실시하는 등 장기요양기관 종사자를 위한 지원노력을 아끼지 않고 있다.우선 노인장기요양 홈페이지(www.longtermcare.or.kr)를 통하여 장기요양 종사자의 구인․구직정보 콘텐츠를 운영하고 있는데’08년 4월부터 현재까지 구인을 원하는 3 345개 장기요양기관이 11 028건을구직을 원하는 요양보호사 등이 362건을 등록하여 사이트 이용이 활발한 것으로 나타나고 있으며또한노인장기요양제도 최일선에서 업무를 담당하고 있는 요양보호사를 격려하기 위하여 ‘09년 한해 동안 전국원문보기,2010-04-01
677,아름다운 義를 실천한 의사상자로 7명 인정보건복지부 故전형찬故김재진김남일 등 7명 의사상자로 인정보건복지부(장관 전재희)는 3월 18일 2010년 제1차 의사상자심사위원회를 개최하여 살신성인의 용기와 행동을 몸소 실천한 7명을 의사상자로 인정하였다고 밝혔다.이번에 의사상자로 인정된 7명은 각종 교통사고범죄 등으로 급박한 위험에 처한 타인의 생명·신체 또는 재산을 구하기 위하여 자신의 생명·신체의 위험을 무릅쓰고 구조행위를 하다가 사망하거나 부상을 입은 사람들이다.※ 심사 대상자 9명 중급박한 위해구제행위 및 사망 또는 부상과 구제행위와의 인과관계 등 의사상자 충족요건이 미비한 2명은 불인정이번 의사상자심사위원회에서 인정된 의사자는 2명으로2009.11.19. 자신의 거주지인 경북 상주시 낙양동 소재 원룸 이웃 호실에 침입한 강도로부터 이웃을 구하려다 강도의 칼에 찔려 사망한 대학생 故 전형찬(남당시 24세)1995. 4. 5. 경북 구미시 선산읍 화조리 원리마을 입구에서 도로 우측 가드레일을 충돌하고 구호요청을 하는 운전자를 발견하고 정차하여 사고처리를 돕던 중달려오던 소형승합차량에 충돌하여 사망한 故 김재진(남당시 30세)이며의상자는 5명으로2009. 5. 3. 경기도 성남시 분당구 구미동 소재 식당 앞 노상에서 식당업주 소유차량 내부를 절취하려는 것을 목격하고 절도범을 검거하는 과정에서 절도범의 칼에 찔려 부상을 입은 김남일(남당시 39세)2009. 6. 25. 서울시 동작구 흑석동 노상에서 이웃 주민의 집에서 물건을 훔치다가 발각되어 도망치는 절도범을 발견하고 추격하여 검거하는 과정에서 우측 엄지에 골절상을 입은 김형기(남당시 34세)2009. 12. 6. 경기 안양시 동안구 평안동 소재 아파트 6층 베란다 난간에 매달려 있는 여성을 목격하고 1층 화단에서 결국 힘이 빠져 추락하는 여성을 몸으로 받아 안아 구조하는 과정에서 부상을 입은 이재원(남당시 21세) 등이다.의사상자로 인정된 사람에게는 의사상자 증서와 함께 법률이 정한 보상금의료급여 등의 국가적 예우가 행해진다.「2009년 의사자 유족에 대한 보상금 고시」에 따라 의사자에게는 1억9천7백만원의상자에게는 9등급까지의 부상 정도에 따라 최고 1억9천7백만원에서 최저 1천만원이 보상금으로 지급된다.※ 보상금은 의사자 및 의상자가 구조행위를 한 해의 보상금을 기준으로 지급함※ 자세한 내용은 붙임 자료를 참고하시기 바랍니다.,2010-04-02
667,보건복지부(장관 전재희)는 구강진료전달체계의 사각지대에 놓여 있는 중증장애인들에 대한 효과적인 치과 진료를 위해 2011년도 장애인구강진료센터 사업자로 전라북도(전북대학교병원)와 제주도(제주도립재활전문병원)를 선정하였다.※ 전북대학교병원: 신축제주재활전문병원: 현재 신축 중이며 신규증축 6층 활용예정중증장애인 전문 치과진료를 수행하는 국내 치과병원*이 거의 없는 현실에서 장애인 치과진료 거점역할을 수행할 수 있는 장애인구강진료센터의 설립 필요성이 꾸준히 제기되어 왔다.* ’05년에 설립된 서울시립장애인치과병원이 현재 국내 유일(진료환자수: 연간 약15천명)이에 따라 보건복지부는 2009년부터 장애인구강진료센터(장애인치과전문병원)의 권역별 설치를 추진하고 있으며’09년에는 전남대학교병원(광주광역시 동구 소재)’10년에는 단국대학교 치과대학 부속치과병원(충남 천안시 소재)을 선정하여 현재 장애인구강진료센터를 설치 중에 있다.※ 전남대학교병원 : 25억원 지원(국비 50%)’10년 하반기 개원예정(신축)※ 단국대학교 치과대학 부속치과병원: 10억원 지원(국비 50%)’10년 하반기 개원예정(개축)보건복지부는 지금까지 예산확보 후 예산에 맞는 사업자를 선정하였으나 2011년부터는 선정된 사업자의 실제 필요한 예산규모에 따라 설비․운영비 예산을 편성하기로 하였다.필요한 예산은 ’10년 5월까지 지자체별 신청을 받아 2011년도 정부예산에 편성할 계획이다.장애인 구강진료센터는 해당지역 장애인에 대한 전문적 치과진료 및 구강관리사업장애인 진료 전문‧보조인력 교육장애인 구강보건의료‧치과응급의료체계의 거점역할을 수행하게 된다.한편우리나라 등록 장애인 수는 ’09년 6월 현재 약 242만명으로 이 중 환자의 치과치료 협조 등이 곤란하다고 판단되는 중증장애인(정신지체발달장애뇌병변 등)은 약 36만명으로 추정된다.장애인은 자가 구강위생 관리가 어렵고치과로의 이동 및 치과진료 협조가 힘들기 때문에 제때에 치료가 이루어지지 못해 질환이 진행·방치되는 경우가 많고특히중증장애인의 경우 일반 치과의원에서는 진료가 힘들고 치과 진료시 전신마취가 필요한 경우가 많다고 알려져 있다.보건복지부 관계자는 “’09’10년에 이은 ’11년 장애인구강진료센터 기관 선정을 통해해당지역에 중증장애인을 위한 구강보건의료와 치과 응급의료체계를 구축하는 토대가 마련될 것으로 기대된다”고 밝혔다.보건복지부는 2013년까지 전국의 주요 거점지역에 총 9개의 중증장애인 전문 치과진료센터를 설치하고장애인 치과진료 네트워크 구축 및 민간 지원 등을 통해 사각지대에 놓인 장애인의 치과진료를 강화해 나갈 예정이다.,2010-04-05
669,보건복지부는 ‘2009년도 마약류중독자 실태조사’ 결과를 발표했다.본 조사는 마약류중독자들의 주변 환경의 이해와 그들이 필요로 하는 것이 무엇인지 욕구를 파악하여 정책 근거자료로 활용하기 위하여보건복지부가 가톨릭대 김대진 교수에게 의뢰하여 우리나라에서는 처음으로 실시되었다.이번 실태조사는 마약류관리에 관한 법률에 근거하여 전국의 보호관찰소교정시설 등에 수형되어 있는 마약류중독 경험이 있는 성인 남녀 523명(남자 93.5%여성 6.5%)을 대상으로 이루어졌다.조사는 중독심각도 평가 ASI를 적용하여 전문가 면접을 통해 실시되었으며 이 중 자기보고식 설문지 조사에 447명(남자 93.1%여자 6.9%)이 참여하였다.※ ASI(Addiction Severity Index: 중독심각도평가)란?미국에서 1980년 알코올 복용장애를 비롯한 물질남용과 의존에서 여러 가지 영역을 측정하기 위해 개발한 것으로 7가지 문제영역의 자료를 수집하는 반구조화된 면담임 응답자들의 주관적인 각 영역 심각도는 복합점수(Composite scores)로 계산되며면담자들은 응답자들과의 면담에 근거하여 각 영역에 대해 심각도 평가를 내림,2010-04-05
670,보건복지부(장관 전재희)는 「장애인연금법」이 국회에서 통과(3.31.)됨에 따라신청자의 소득・재산 조사의 범위신청 및 지급절차 등 법률에서 위임한 사항과 집행에 필요한 사항을 규정하기 위한 장애인연금법 시행령・시행규칙 제정안을 마련하고국민의 의견을 수렴하기 위하여 4월 6일부터 4월 26일까지 입법예고한다고 밝혔다.주요 내용을 살펴보면첫째신청자의 소득인정액 평가를 위한 (중증장애인 본인과 배우자의) 소득・재산의 범위를 정하고 있다.소득에는 근로・사업・재산(임대이자 등)・이전소득(국민연금의 장애연금산재보험 등 공적이전소득과 사적이전소득)이 포함되고재산에는 일반재산(토지주택건축물어업권입목체육시설회원권 등)금융재산(예금적금보험 등)자동차가 포함된다.재산은 기초노령연금과 동일하게 모든 재산의 종류별 가액에 연 5%의 소득환산율을 곱한 환산액을 소득인정액에 포함한다.둘째’10년도에 장애인연금을 지급받을 수 있는 대상자 선정기준은 6월 30일까지 보건복지부장관이 결정・고시하는 금액으로 한다.다만잠정 선정기준액은 ‘장애인연금 정책자문위원회’의 자문과 관계 부처와의 협의를 거쳐 4월말경에 발표할 예정이다.셋째신청자의 장애등급은 전문 기관(국민연금공단)의 판정・심사를 통해 결정한다.다만이미 국민연금공단의 장애등급 심사를 받은 사람과 현재 장애수당을 받고 있는 사람은 장애등급 심사 대상에서 제외한다.장애 판정・심사 기준은 장애등록에 관한 일반법인 「장애인복지법」에 따라 고시하는 장애등급 심사규정을 따른다.넷째신청 및 수급자 결정급여 지급 등에 필요한 구체적 절차를 명시하고 있다.신청은 주민등록지가 속한 읍・면사무소 및 동주민센터에서 하고신청서소득・재산신고서금융정보등제공동의서신분증급여를 받을 통장사본을 제출하여야 한다.* 장애등급 심사 대상자는 의료기관에서 발급한 장애진단서검사기록지진료기록지를 제출해야 한다.지급일은 시행 첫 달인 7월은 보다 많은 대상자를 선정하여 급여를 지급하고자 30일로 하고8월부터는 다른 복지급여와 동일하게 매월 20일에 지급한다.장애인 당사자 및 국민은 4월 26일까지 우편 또는 팩스를 통해 입법예고한 시행령(안) 및 시행규칙(안)에 대해 의견을 제출할 수 있다.* 의견 제출처 : 서울특별시 종로구 계동 현대빌딩 10층 보건복지부 장애인연금도입T/F (우 110-793)팩스: 02-2023-8671※ 자세한 내용은 붙임 자료를 참고하시기 바랍니다.,2010-04-05
671,- 요양병원의 물리치료 환자수 연평균 증가율 가장 높아…해마다 52.3%씩 증가 -물리치료 진료환자수는 ’08년 기준 17 764 428명으로 한해 동안 10명당 3명이 1회 이상 물리치료를 받은 셈임요양병원의 물리치료 환자수의 연평균 증가율은 52.3%로 타 요양기관(종합병원병원의원 등)에 비해 매우 높게 증가하고 있음물리치료환자의 진료건수(요양기관 총 방문건수)는 ‘08년 기준 약 1억355만건으로 ’05년 4 099만건에 비해 153% 증가이는 전체 진료건수 증가율인 39.6%의 3.86배에 해당’08년 1인당 연간 물리치료 방문건수는 5.8회로 112.8% 증가특히 70대 이상의 1인당 연간 방문건수는 연간 12.2회로 타 연령대에 비해 가장 높으며 ’05년 대비 142% 증가하였음(‘05년 5회)물리치료 비용은 2008년 기준으로 약 5 961억원으로 2005년 3 557억원에 비해 2 404억원 증가하였음70대 이상이 27.7%60대가 21.6%50대가 18.8%로 물리치료 비용 중 차지하는 비중이 높았으며증가율 측면에서도 ‘05년 대비 ‘08년 증가율이 70대 이상에서 111.5%60대에서 63.3%50대에서 68%였음,2010-04-05
668,호남권의 중추적인 정신의료기관인 국립나주병원(원장 배안)은 제41회 정신건강의 날을 맞아 4월 6일 새롭게 마련된 비전(‘정신건강의 꿈을 실현하는 곳’)을 선포하였다.국립나주병원은 정신건강의 꿈을 ‘건강한 이는 행복한 삶을 유지할 수 있도록 하고정신질환으로 고통 받는 이는 치료와 재활을 통하여 지역사회의 정상적인 삶을 추구할 수 있도록 하는 것’으로 정의하고이번 비전 선포를 계기로 최고의 진료.재활.연구.교육을 통하여 정신장애인의 사회복귀를 적극 지원하는 등 지역정신보건 발전을 선도하여 정신장애인의 건강하고 행복한 삶을 누릴 수 있도록 최선을 다 하는 병원이 될 것을 다짐했다.아울러 민간의료기관 중심으로 병상수가 꾸준히 증가함*에 따라 정신장애인에 대한 장기입원치료로 질병의 만성화와 인권침해가 사회문제화되고 있는 현실을 감안하는 한편* '01년 27 485병상 → '07년 36 714병상기초생활수급자 등 사회 극빈층 인구 비중이 높고고령화가 심화되고 있는 등의 지역 특성을 고려하여국립나주병원은 호남권의 지역정신보건 발전을 선도하고 정신건강관리의 중심이 되는 공공의료기관으로 국가 정신보건 발전에 적극 기여할 수 있도록 노력할 것을 다짐하였다.,2010-04-05
673,보건복지부(장관 전재희)는 정신건강의 날(4.4.)을 맞이하여4월 2일(금) 19시 30분 건국대 새천년기념관에서 대한정신건강재단(이사장 오병훈)과 함께 “함께만들어요정신건강 희망시대!”라는 주제로 정신건강의 날 행사를 개최한다.※ 금년 4월 4일은 일요일인 관계로 이틀 앞당겨 4.2.(금) 19:30에 중앙행사를 개최하고지방행사(정신건강강좌)와 부대행사(정신건강도서 저자와의 대화)도 기획특히 2010년은 범국민적 인식개선운동을 시작하는 해로써보건복지부는 중앙정신보건사업지원단(단장: 이영문)을 주축으로 대한정신건강재단 등 민간단체의 참여를 통해 정신질환에 대한 편견을 극복하기 위한 노력을 기울이고 있다.보건복지부는 ‘정신건강의 날’ 행사를 시작으로 인식개선운동의 슬로건 제정유관기관과의 공동 활동 등 다차원적이고 지속적인 노력을 할 예정이다.,2010-04-05
674,한국장기기증원(대표 하종원)과 (사)생명잇기(대표 조원현)는 보건복지부와 대한이식학회의 후원으로 장기기증과 이식을 세계적 수준으로 도약시키기 위한「장기기증 세계화 포럼」을 2010년 4월 2일(금) 오후 3시 프레스센터에서 개최한다.이 자리에는 유영학 보건복지부 차관을 비롯하여 국회의원장기기증 및 이식 관계자 등 150여명과 국제보건기구(WHO) 장기․인체조직 담당관인 루크 노엘(Luc Noёl)이 참석한다.번 포럼은 장기기증과 이식의 국제적 기준과 원칙을 알아보고 우리나라 각 분야의 역할을 점검하기 위해 마련되었다.포럼에서는 먼저루크 노엘 담당관이 장기이식에 있어 WHO 기준과 원칙을 설명한다.이어서 우리나라의 장기기증과 이식의 세계화를 위한 정부학계의료계 등 각 분야별 역할과 실행방안에 대하여 토의가 이루어질 예정이다.보건복지부 관계자는 “이번 포럼으로 정부학계의료계 등이 상호 협력하여 국제적 기준과 원칙에 맞게 장기기증과 이식이 세계적 수준으로 향상되고 기증과 이식이 보다 활성화되는 계기가 마련될 것으로 기대하고 있다”고 밝혔다.,2010-04-05
675,국립의료원이 4월 2일 특수법인 국립중앙의료원으로 새롭게 출발한다.지난 2009년 3월 2일 ‘국립중앙의료원의 설립 및 운영에 관한 법률’이 국회 본회의에서 통과되어 국립의료원은 2010년 4월 2일부터 특수법인 ‘국립중앙의료원’으로 전환된다.4월 2일(금) 8시 전재희 보건복지부 장관심재철 의원손숙미 의원원희목 의원전현희 의원 등이 참석한 가운데 현판 제막식을 시작으로 국립중앙의료원 9층 대강당에서 개원식 및 취임식이 개최된다.이에 따라 국립중앙의료원이 공공의료를 선도하는 최고의 국립병원으로서의 역할을 수행할 것으로 기대된다.국립중앙의료원은 최고의 국립병원으로 도약하기 위해 우수의료진 확보임상연구 활성화시설․의료장비의 현대화 등으로 진료수준을 향상시키고각종 질환에 대한 치료는 물론 예방중심의 국민건강관리를 통하여 최후의 의료안전망 역할을 담당할 것이다.박재갑 서울의대 외과 교수가 국립중앙의료원의 원장으로 취임하여경영혁신을 통해 경쟁력 있는 국립병원으로의 발전을 이끌 것으로 기대된다.초대원장으로 취임한 박재갑 원장은 서울의대 외과 교수로 2000년~2006년 국립암센터 초대 및 2대 원장으로 국립암센터 설립을 성공적으로 이끌었으며대국민 금연 캠페인을 실천하는 금연 활동가로도 유명하다.박재갑 원장은 “경영혁신을 통한 병원운영과 최신식 의료장비 도입 등으로 최고수준의 의료서비스를 국민에게 제공할 것이며국립중앙의료원을 세계최고의 국립병원으로 발전시키겠다”고 밝혔다.,2010-04-05
676,보건복지부는 ‘중앙생활보장위원회는 여러 단체로부터 추천을 받은 분들 중 전문성이 뛰어난 위원을 선정한 것이며특정 단체를 배제하거나 포함시킨 것이 아님’을 밝힘4월 5일자 한겨레신문 12면 “빈곤정책 결정 기구서 진보단체 배제” 기사 관련기사 주요내용보건복지부가 중앙생활보장위원회를 새로 구성하면서 진보단체를 배제하고 보수단체를 포함시킴시민단체 몫으로 참여해온 ‘참여연대’와 ‘한국여성단체연합’를 빼고 보수 성향의 ‘바른사회시민회의’와 ‘양성평등실현연대’를 포함시켰음설명내용국민 기초생활보장법 제20조는 중앙생활보장위원회 위촉 위원으로 ‘관계전문가 4인’‘공익을 대표하는자 4인’을 두도록 명시하고 있으며공익대표 4인의 구성에 시민단체·여성계의 구분이나 특정 단체의 참여를 지정하고 있지 않음이에 따라 새로 구성된 위촉위원 중 ‘공익을 대표하는자 4인’ 구성은 아래와 같이 변경되었음설명내용제 4 기⇨제 5 기 (현행)이영환 성공회대 교수 (참여연대)남인순 (한국여성단체 연합)정은숙 변호사 (수륜법률사무소)김성숙 연구원 (국민연금공단)이상은 숭실대 교수 (경실련)이영 한양대 교수 (바른사회 시민회의)이계경 대표 (양성평등실현연대)김성숙 연구원 (국민연금공단)이는 여러 단체에서 대상자를 각각 추천 받아 ‘추천한 단체의 대표성’과 ‘추천된 분들의 전문성’ 등을 종합적으로 고려하여 중앙생활보장위원회 위원문보기,2010-04-05
672,보건복지부(장관 전재희)가 주최하고 국립암센터(원장 이진수)가 주관하는 B&D(Bridging & Development)포럼이 ‘글로벌 항암신약 개발의 현재와 미래’라는 주제로 4월 5일(월) 오후 서울 태평로 프레스센터에서 열린다.이번 포럼에서는 국내 신약개발 사례항암제 개발의 기술적 접근새로운 항암신약 개발 전략 등이 논의되어향후 국제적으로 경쟁력 있는 항암제 개발을 위해 정부가 중점 투자해야 할 과제를 도출하게 될 것이다.주요 초청연자는 우리나라 최초로 미국 FDA 승인을 받은 항생제 ‘팩티브’를 개발한 LG생명과학의 김인철 사장신약개발 국책연구 사업단을 이끌고 있는 화학연구원의 유성은 박사 등이며연자 발표에 이어 신약개발 관련 산학연 전문가들의 국내 신약개발 역량 및 정부의 지원정책사회안전망으로서의 항암제의 역할 등에 대한 토론이 진행된다.한편보건복지부가 기획 중인 B&D사업은 전문인력과 시설 등 가용 자원을 결집한 새로운 패러다임의 국가 R&D사업으로 국내 신약개발의 취약 단계인 전임상임상시험 1상·2상 단계에 집중 지원하는 사업이다.※ B&D사업은 항암신약 개발단계에 있어 물질효능검증 및 보완연구전임상임상1상·임상2상 시험을 사업범위로 하여 연구(Research)와 개발(Development)을 연결하는 가교적(Bridging & Development) 역할을 수행하는 것임,2010-04-05
666,보건복지부(장관 전재희)는 4월 7일 제38회 보건의 날 및 제62회 세계보건의 날을 맞아 보건의료단체 종사자 등 600여명이 참석한 가운데 그랜드힐튼 호텔에서 기념식을 갖고2010년 건강정책 소개 및 국민건강증진 등에 기여한 공로자 217명에 대한 포상을 수여한다.제38회 보건의 날 행사는 사회적 분위기를 고려하여 공연행사를 취소하고 시상식과 기념사 그리고 건강정책을 소개하는 주제영상홍보대사(사회자 정은아) 인사 순으로 간소하게 치러진다.시상식에서는 국민훈장 7명국민포장 5명대통령표창 11명(기관표창 1 포함)국무총리 표창 14명(기관표창 1 포함)장관표창 180명 총217명이 국민보건향상에 기여한 공로로 수상한다.국민훈장 무궁화장은성애의료재단광명의료재단(합계 678억원 상당) 재산을 사실상 국가소유 비영리 의료법인으로 운영하였고사회복지법인 윤혜복지재단 설립22억여원 출연하여 매년 이자소득액 1억여 원으로 극빈자 의료비지원몽골환자의 진료비를 지원하였으며성애병원에서 ‘01~’06년 총 34만명광명성애병원에서 ‘02~’09년 총 6.6천명의 국가 유공자 진료 등의 공로로 김윤광 성애의료재단 이사장(89세)이 수상한다.국민훈장 모란장은‘62년 한국의약품도매협회 창립/발전 기여의약품 유통업 현대화 및 전국 규모 유통망 구축 등 의약품 유통시장 질서를 확립하고‘05년 양은숙 복지재단을 설립하여 ‘06년 불우노인과 소년소녀가장 83명에 대해 1억 2 400만원 지원 등 불우노인소년소녀가장 진료비 총 485백만원 지원 등 공적으로 김기운 백제약품 대표이사(89세)이 수상한다.국민훈장 동백장은’70년대에 재단법인 구라선교회 설립한센병 퇴치 및 한센인 관리 사업에 투신하여 ‘81.10월 3 935㎡ 규모의 건물을 신축한센병 종합의원을 개설․운영하고‘71.2월부터 경북 관내 고령군 등 7개 시군보건소와 3개 정착 농원1개 수용소에 월 4회 이동진료로 264 966명의 한센환자를 진료하였으며극빈 한센인 9 497명에게 생계비 287백만원 지원한센인 자녀 285명에게 장학금 80 829천원을 지원하는 등 한평생 한센인 관리 사업에 헌신한 조을연 재단법인 티엘엠선교회 이사장(74세)이 수상한다.정책을 소개하는 주제영상은「건강한 생활실천을 위한 환경조성」「여성과 어린이의 건강관리」 「취약계층의 건강 우선적 관리」 및 「만성질환 사전예방」에 대한 사업내용으로 구성된다.한편보건복지부는 건강에 대한 국민의 관심을 제고하고 건강생활 실천 분위기 확산을 위하여 지난 3월 5일 방송인 “정은아” 씨(보건의날 행사 사회자)를 건강홍보대사로 위촉하였고 정은아 씨는 1년간(‘10.4.7~’11.4.6) 건강홍보대사로 활동할 계획이다.전재희 보건복지부장관은 기념사를 통해 “건강한 도시 행복한 삶”을 위하여 건강한 환경 조성 및 취약계층에 대한 우선적 건강관리여성과 어린이 건강 강화만성질환 사전예방이 필요함”을 강조하면서 다같이 건강생활을 실천하는데 동참하자고 한다.,2010-04-06
