,내용,등록일
1256,지역내의료기관이용율제주부산지역은높고경기충남지역은타지역으로유출비율많아- 건보공단2006년 지역별 의료이용통계 최초 발간《 지자체별의료이용을 한눈에 조망보건계획수립의 기초자료 제공원문보기,2008-01-07
1252,□ 보건복지부ㆍ국립암센터가 주최하고 암정복추진기획단(단장: 김창민)이 주관하는 제10회「암정복포럼」이 오는 2008년 1월 15일(화) 오후 1시 30분에 서울대학교 암연구소 이건희홀에서 개최된다.이번「암정복포럼」은 ‘암과 에피지놈(epigenome)’을 주제로 하여 주제발표와 지정토의자유토론 형식으로 진행되며1부에서 ‘암과 epigenetic regulation의 현재와 미래’에 대해 토론하고2부에서는 ‘암 정복을 위한 유전체 분석 기술의 전략과 방향’을 모색해 본다.,2008-01-08
1251,<<결혼이민자 여러분온라인 교실에서 만나요!>>- 여성가족부-한국디지털대학교다문화가정 e-배움 캠페인 협약식○ 여성가족부(장관 장하진)와 한국디지털대학교(총장 김중순)는 1월10일(목) 오전 10시 여성가족부 대회의실(정부중앙청사 8층)에서『다문화가정 e-배움 캠페인 협약식』을 갖고 온라인 교육 서비스를 전국으로 확대 실시한다.* 보도자료 전문 붙임,2008-01-10
1250,2008. 1. 11(금)보도해명자료2007. 1. 9일 방영된 KBS NEWS의 “[집중취재] ‘유명무실한 위원회 실태”에 대해 다음과 같이 보완 설명합니다.기사주요내용“보건복지부 산하의 중앙구호협의위원회가 지난 ‘01년부터 회의는 물론 위원 선임조차 없었으며정부조직 비대화의 주범으로 뒤늦게 정비에 들어갔다”고 비판해명내용중앙구호협의위원회는 이미 폐지를 위한 법령 개정에 들어가 국회 상임위 계류 중 (‘07. 6. 21 상임위 상정)외국민간원조단체에관한법률에 근거한 중앙구호협의위원회는 그간의 설치 목적을 달성하여 운영이 중지된 상태이고‘05년 말 정비 대상으로 선정인터뷰 당시 이러한 진행 상황을 모두 밝혔으나동 위원회가 01년 이후 실적이 없어 정비대상이 되었다는 사실만을 인용하여 보도* 문의:복지자원팀 정호진 02-2110-6251,2008-01-10
1248,수신 : 보건복지부 담당 사회부장 및 출입기자님발신 : 보건복지부 보험정책팀 (02-2110-6350)2008. 1. 11(금)보도해명자료2008. 1. 10 일자 MBC 9시뉴스의 “인수위 보고에 참석한 보건복지부 관계자는 건강보험공단을 쪼개 경쟁시키는 방안이 유력하다고 전했다”는 보도에 대해 다음과 같이 해명합니다.기사주요내용인수위 보고에 참석한 보건복지부 관계자는 현재로서는 전국 단위의 건강보험공단을 쪼개 경쟁시키는 방안이 유력하다고 전했습니다.해명내용보건복지부에서는 건강보험공단을 쪼개는 방안에 대해 검토한 적이 없으며인수위 업무 보고과정에서도 논의된 바가 없었다는 점을 알려드립니다.,2008-01-11
1246,보육시설종사자 경력 및 호봉체계 개선방안에 대한 연구용역 결과물입니다.연구명 : 보육시설종사자 경력 및 호봉체계 개선방안 연구주요내용보육시설종사자의 경력인정 및 호봉획정 체계와 이에 따른 보수기준 진단과 문제점 분석합리적이고 체계적인 경력인정 및 호봉획정 체계 정비 방안합리적 호봉체계를 근거로 한 종사자 보수기준 정비연구수행기관 : 육아정책개발센터,2008-01-14
1237,'가족돌봄의 사회화 등 가족정책 과제개발 연구' 결과 보고서입니다. 연구 수행 기관 : 한국여성정책연구원 연구책임자 : 황정미 (한국여성정책연구원 연구위원) 연구기간 : '07. 9월~'07.12월,2008-01-15
1239,<<월 평균소득 398만원 이하 까지 보육료 지원>>- ‘08년 보육시설 아동 중 78% 보육료 지원혜택 받아...- ‘08년 보육예산 ‘07년 대비 35.8% 증액○ 여성가족부(장관 장하진)는 올해 보육예산을 지난 ‘07년 대비 35.8% 증가한 1조4천백 78억원으로 확정하고도시근로자가구 월 평균소득 398만원 이하(4인가구소득인정액기준)까지 보육료 지원을 확대하기로 하였다.* 보도자료 전문 붙임,2008-01-15
1240,보도해명자료2008. 1. 14일자 서울경제 “영유아 건강검진 헛돈다”라는 기사에 대해 다음과 같이 해명합니다.기사주요내용검진을 받을 경우 “질병.신체 하자 기록 남는다” 괴담에 검진률이 저조하여 정부는 검진기간을 1월 말까지 연장검진항목이 실질적인 건강개선요인보다 기본검진 항목인 소변․혈액 검사가 제외된 통계용 신체검사에 불과함,2008-01-15
1242,보도해명자료2008. 1. 14 일자 세계일보의 “혈액 부족하자 군부대 등 말라리아지역 채혈허용 논란탁상행정이냐 궁여지책이냐수혈로 인한 전염병 감염 등 부작용 불보듯 비난” 이라는 기사에 대해 다음과 같이 해명합니다.기사주요내용보건복지부가 수혈용 혈액이 부족하자 헌혈이 금지됐던 군부대 등 말라리아 위험지역을 해제하고 채혈할 수 있도록 해 논란이 일고 있다.말라리아에 노출된 혈액을 그대로 가져다 쓸 경우 수혈에 따른 전염병 감염 등 부작용을 일으킬 가능성이 있고무차별로 아무 혈액이나 사용하는 것은 바람직하지 않다.해명내용“말라리아에 노출된 혈액을 그대로 가져다 쓸 경우 수혈로 인한 전염병 감염 등 부작용을 일으킬 가능성이 있다”라는 주장사전에 각종 기준을 검토하여 안전성에 문제가 없을 것으로 판단된 증거를 가지고 결정된 것이기 때문에기사와 같은 우려는 하지 않아도 된다고 판단됨말라리아 위험지역에서 채혈한 혈액은 안전성 확보를 위해 검사를 하고음성혈액의 경우라도 2주간 냉장보관 후 사용하므로 말라리아 원충이 그 기간에 사멸하기 때문에 안전성에 전혀 지장이 없음따라서이번 조치는 안전성이 충분히 검토된 것이며혈액이 부족한 상태에서는 당연히 취해야 할 조치임을 알려 드립니다.[참고] 동절기 대비 말라리아 위험지역 전혈채혈 허용방안(2007.11.27. 제5차 혈액관리위원회 결정)채혈기간 : 동절기(12월 ~ 3월) 한시적 적용혈액부족상황에 따른 채혈 허용 조건 : 하나 이상의 혈액형 혈액재고가 3일 이상 계속하여 1.5일분 이하일 경우※ 재고기준은 미검혈액을 포함하며당일 출고 가능한 혈액만 계산※ 채혈 계획 수립기간을 고려하여 조건해제에 7일간의 유예기간을 둠채혈대상자 조건채혈대상자 조건구 분현행 기준변경 기준(전혈 채혈 조건)고위험지역원문보기,2008-01-15
1244,보건복지부콜센터 직원 및 상담원으로 구성된 ‘129희망봉사대’가1월 16일(수) 군포시에 위치한 뇌성마비재활원 “양지의 집”을 찾아봉사활동을 실시한다.○ 보건복지콜센터는 상담을 통해 전하는 이웃 사랑에 그치지 않고주변에 있는 어려운 이웃을 찾아 희망을 전하기 위해 매월 하루를 ‘희망의 날’로 정하여 봉사활동을 펼치고 있다.,2008-01-15
1236,2008년도 임산부 및 영유아 보충영양관리사업(영양플러스+)운영지침본 사업은 생리적 요인과 환경여건 등으로 인해 상대적으로 영양상태가 취약한 대상에게 그들의 불량한 영양섭취상태의 개선을 통한 건강증진을 위한 영양교육 및 영양상담을 실시하고영양개선을 위해 보충식품을 일정기간 동안 지원하는 사업입니다사업대상 : 최저생계비 200% 임산부(임신부 출산부 수유부) 및 영유아사업규모'05(3개 보건소)→'06(15개 보건소)→'07(20개 보건소)→'08(107개 보건소),2008-01-16
1234,○ 한국보건복지인력개발원(원장 이상석) 임직원 32명은 10일태안 원유유출 사고로 피해를 입은 충남 태안군 원북면 구례포 해변에서 기름제거 자원봉사활동을 했다.○ 개발원 봉사단은 이날 오전 10시경에 구례포 해변에 도착하여 만조 시까지 봉사 활동을 계속 하였다. 준비한 방제복과 장화고무장갑을 끼고 헌옷가지로 바위와 돌 틈새에 묻은 기름을 닦아내느라 구슬땀을 흘렸으며 쌀쌀한 날씨 속에서도 준비해간 도시락으로 식사를 해결하며 봉사 활동을 하였으나 방대한,2008-01-16
1233,□보건복지부는장사등에관한법률 하위법률 개정안(입법예고안)에 대한 전문가관련단체지자체 공무원 및 일반국민 의견수렴을 위해 생활개혁실천협의회의 주관으로 ‘08년 1월 18일(금) 오후 2시부터 5시까지 프레스센터(한국언론재단) 19층 기자회견실에서 공청회를 개최,2008-01-17
1232,□질병관리본부(본부장 : 이종구)는브라질에서 황열병 발병이 잇따르고 있다는 WHO 발표 및 언론보도에 따라 당해지역으로 여행하는 여행객은 사전에 예방접종을 하고 출국해 줄 것을 당부하였다.○“브라질 중부지역을 중심으로 황열병이 확산될 조짐을 보이고,2008-01-18
1229,□ 보건복지부(장관 변재진)는 집단급식소에서 발생하는 식중독사고 예방 대책의 일환으로 2007.12.13. 공포한 식품위생법 시행령 일부개정령에 따라신설된‘집단급식소 식품판매업’의 시설기준과 영업자 준수사항 등을 정한식품위생법 시행규칙 일부개정령을 1.21. 공포한다고,2008-01-21
1231,국가청소년위원회 보도계획입니다.1.23일(수) (1.24일 조간)꿈과 사람속으로대한민국청소년해외자원봉사단 동계파견 (국제교류팀) - 파견국가 : 아시아개도국 - 파견규모 : 15개팀 251명 (청소년 및 인솔자),2008-01-21
1228,○ 국립암센터(연구소장 이진수http://www.ncc.re.kr)는 분자영상치료연구과 김인후 박사팀이 단국대 이성욱 교수동아대 정진숙 교수와 함께 정상세포에는 영향을 미치지 않고 암세포에서만 작용하여 파괴하는 신개념의 유전자치료법을 개발동물실험을 통해 입증하는 데 성공했다고 밝혔다○ 김박사팀은 암세포에서만 발현되는 암 특이적 유전자의 RNA를 인지할 수 있는 라이보자임(효소 RNA 분자)을 제작생체내에 투입하여 암세포 내에서 암유전자 자체를 치료유전자로 변환되도록 함으로써 암을 치료할 수 있다는 것을 보여 주었다. 또한 이 라이보자임을 응용하여 암세포의 영상화까지 성공함으로써 암의 치료 및 진단을 동시에 할 수 있음을 보여주는데 성공하였다.문의: 암정책팀   김 창 완 031-440-9132~36,2008-01-22
1227,수신 : 보건복지부 담당 사회부장 및 출입기자님발신 : 보건복지부 건강생활팀(031-440-9138 9)2008.1.22(화)보도해명자료2008. 1. 22.(화)일자 머니투데이“李 정부 9월 국회서 담뱃값 인상 재추진” 제하의 기사와 관련하여 아래와 같이 해명합니다.기사주요내용“대통령 공약사항 이행을 위해 복지재정 확충이 필요하고 담뱃값 인상을 통해 국민건강증진부담금을 확대해야 한다”는 의견에 대해 대통령 인수위도 원론적으로 찬성하면서 세부 추진방안이 검토중인 것으로 알려짐해명내용보건복지부 대통령 인수위 업무보고(1.7.)시 담뱃값 인상과 관련하여 논의된 바가 없었습니다.이후에도 담뱃값 인상과 관련하여 추가적인 검토 및 결정된 사항이 없음을 알려드립니다.,2008-01-22
1225,보건복지부에서 2006~2007년의 외국민간원조단체 사업실적을 파악하고자 합니다.첨부된 2006년 사업실적 보고서(종)2006년 사업실적 보고서(횡)2007년 사업실적 보고서(종)2007년 사업실적 보고서(횡) 양식을 다운받아 작성한 후4개의 양식을 '08. 2. 29 (금) 까지 제출해주시기 바랍니다.정당한 사유없이 1년간의 사업실적이 없는 경우외국민간원조단체에관한법률 제7조에 의거 등록을 취소할 수 있음을 알려드립니다연락처 02-2110-6251 / 팩스 02-504-6232제출 이메일 주소zini2141@naver.com,2008-01-22
1220,2008년도 기부식품제공사업 운영 안내’07년도 푸드뱅크 지침을 수정·보완하여 개정- 주요 개정 내용 -중점추진사항‘식품기부종합정보시스템’에 모집·배분 내역 공개 강화 및 기부식품 우선 배분대상 조정 등을 통해 푸드뱅크사업의 투명성과 합리성 강화행정사항지방이양후 지자체의 관심 저하에 따른 사업 위축을 극복하기 위한 지원 기준 마련 및 광역푸드뱅크에 대한 사업 평가 등을 통한 활성화첨부 : 2008년도 기부식품제공사업 운영 안내,2008-01-23
1222,청소년 해외자원봉사단아시아 9개국에 251명 파견국가청소년위원회(위원장 최영희)는 겨울방학을 맞이하여 ‘청소년해외자원봉사단’ 251명(15팀)을 아시아 9개국―태국캄보디아우즈베키스탄중국인도베트남필리핀인도네시아방글라데시―에 파견한다. 이번 해외자원봉사단은 1월 24일 캄보디아 파견을 시작으로 2월 25일까지 한 달여 동안 계속된다.특히 작년 11월 태풍으로 6백만 명의 난민이 발생한 방글라데시에는 2개팀 32명이 파견되어 ‘사랑의 집짓기(해비타트 운동)’를 비롯하여우물보수·불우아동 교육지원·학교환경개선·농촌봉사 등 현지실정에 맞는 다양한 봉사활동을 실시할 예정이다.아울러 홈스테이 등 현지문화체험을 통해 우리 청소년들이 지구촌 세계시민으로서 공동체 의식을 함양하고나아가 세계에 대한민국을 알리는 글로벌리더십을 키우는 계기가 될 수 있도록 하고 있다청소년들의 이러한 해외자원봉사활동이 보다 체계적이고 전문적으로 진행될 수 있도록 국가청소년위원회는 세계청년봉사단(KOPION)국제워크캠프기구(IWO)한국해비타트 등 3개 단체와 협력공동추진하고 있다.국가청소년위원회는 올해 총 600여 명의 청소년해외자원봉사단을 파견할 예정이며겨울방학에 이어 여름방학에 파견될 2차 해외자원봉사단(약 350여 명)은 3월경에 참가자를 모집할 계획이다. 모집공고는 국가청소년위원회 홈페이지(www.youth.go.kr)를 통해 확인할 수 있다. 붙임 : 해외자원봉사 계획 1부.,2008-01-23
1219,◇ 정부는 최근 증가하고 있는 신생아 출산을 지속적으로 뒷받침하고 효과적으로 고령사회에 대비하기 위해 1.24(목) 저출산·고령사회위원회를 개최‘08년도에 추진할 부처별·지자체별 세부 시행과제를 확정‘83년 합계출산율이 인구대체수준(2.1)이하로 하락한 이래 ‘05년에는 세계 최저수준(1.08명)까지 이르렀다가 ’06년 증가세로 반전한 이후 출산율 상승이 지속되고 있음* 출산율(신생아수) 증가 추이: '05년 1.08(43.8만명) → ’06년 1.13(45.2만명) → ’07년 1.27내외(49만명 수준)전망◇ 2008년도 저출산·고령사회 대응을 위해 중앙부처 사업 8조 9천억원 및 지자체 자체사업 1조 8천억원을 포함총 10조 7천억원 투입※ 2007년 7.6조원 보다 3.1조원(40.8%) 증가- 저출산 대책 분야 : ‘07) 3.5조원 → ’08) 4.7조원(1.2조원34.3% 증)- 고령화 대책 분야 : ‘07) 2.6조원 → ’08) 4.3조원(1.7조원65.4% 증)- 성장동력 확보 분야 : ‘07) 1.5조원 → ’08) 1.7조원(0.2조원13.3% 증)※ 상세한 내용은 첨부물 참조※ 문의   기획총괄팀  설예승 02-2110-6436,2008-01-24
1218,□ 보건복지부는 금년 7월부터 시행되는 노인장기요양보험제도에 대비하여 장기요양급여수급자 등에게 신체요양 및 가사 서비스를 제공하는 요양보호사 국가자격제도를 신설한다고 밝혔다.□ ‘08. 1. 28.자로 확정․공포되는 노인복지법 시행규칙에는 금년 2월 4일부터 신설되는 요양보호사 국가자격제도와 관련한 등급별 직무범위교육시간과 교육과정 등이 규정되어 있다.문의: 노인요양운영팀   윤석윤 031-440-9630*세부사항 첨부물 참조,2008-01-28
1217,2008년도 한방공공보건사업안내2008년도 한방공공보건사업 추진방향2008년도 한방공공보건사업 추진계획사업수행방법 및 평가사업추진실적 관리 및 예산집행 안내기본형 한방건강증진 프로그램 운영 설명자료 등,2008-01-28
1215,□질병관리본부(본부장:이종구)는2007년 한해동안 HIV감염인이2006년(750명)과 비슷한 수준인 744명이 발견되어 누적감염인수는5 323명이며이중 980명이 사망하고 4 343명이 생존해,2008-01-29
1214,의료기관약국 등 보건의료기관에 종사하는 보건의료인(의료인약사의료기사 등)은 국민의 생명을 책임지는 전문인으로서 전문지식 습득과 자질향상에 적극적인 노력이 필요합니다.이에보건의료인 등에 대한 보수교육의 원만한 추진을 위해 「2008년도 보건의료인 등 보수교육 업무지침」을 마련하였으니시도 및 관련협회에서는 보수교육 대상자가 빠짐없이 교육을 이수할 수 있도록 홍보안내 등을 강화하여 주시기 바랍니다.,2008-01-29
1212,사회복지시설업무의 전자화시책 설명회 책자2008년 건강검진사업 안내서를 붙임과 같이 등록하오니업무에 참고하시기 바랍니다.- 건강검진사업 -생애전환기 건강진단영유아 건강검진국가 검진결과와 연계한 보건소 사업 활성화 방안,2008-01-29
1210,사회복지시설업무의 전자화시책 설명회 책자사회복지시설 업무의 전자화시책 설명회 배부자료를 붙임과 같이 올리니업무에 참고하시기 바랍니다.- 목 차 -Ⅰ. 사회복지시설업무의 전자화시책 및 시군구 연계지침 1Ⅱ. 시군구새올행정시스템(시설관리) 소개 25Ⅲ. 2008년 사회복지시설 관리안내 주요개정내용 41Ⅳ. 2008년 노인복지 주요 사업계획 49Ⅴ. 2008년 아동복지 주요 사업계획 67Ⅵ. 2008년 장애인복지 주요사업 추진방향 97Ⅶ. 2008년 자활제도 개선 주요내용 115부록’08년도 사회복지시설 공통적용사항 / 121시군구새올행정시스템 사회복지시설관리 매뉴얼 / 171국가복지정보시스템 소개자료 / 215,2008-01-29
1200,□ 질병관리본부(본부장: 이종구)는 신생아 B형간염 예방을 위한「B형간염 수직감염 예방사업」을 2008년에도 지속적으로 실시한다고 밝혔다.○올해 사업대상자는 전국 B형간염 산모로부터 출생하는원문보기,2008-01-31
1201,□ 질병관리본부 (본부장: 이종구)는 2월1일부터 감기 등 급성 호흡기 감염증의 주요 원인바이러스 8종 (아데노파라인플루엔자RS인플루엔자코로나라이노엔테로보카바이러스)에 대한 국내 발생 양상 및 특이사항 주별 정보를 질병관리본부 홈페이지를 통하여 제공한다고 밝혔다.○질병관리본부는 이번의 정보제공을 통하여 일반국민이 계절에 따른 감기의 유행 원인 등 건강정보를 쉽게 접할 수 있음은 물론 유행특성에 따른 개인위생정보를 함께 전달함으로써 바이러스성 호흡기질환 감염에 의한 사회 건강 피해를 줄일 수 있을 것으로 기대한다고 밝혔다.,2008-01-31
1202,□질병관리본부(본부장: 이종구)는 2월 1일부터 SARS조류인플루엔자 등 주요 전염병 유행의 종합적인 지휘와 통제를담당할 질병통제 전략상황실(KCDC Crisis Command and Control Office; 3C Office)을개소한다.,2008-01-31
1203,2008년 정신보건사업안내를 붙임과 같이 게재합니다.이전에 게재한 2008년 정신보건센터운영지침(아동청소년정신보건 포함)(안)의 내용 중 일부 변경사항이 있으니착오없으시기 바랍니다.,2008-01-31
